Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
0.08144340615957814,-0.08668902215720432,-0.14289062914377687,0.0002508145223825351,0.2232616419730511,-0.0036729154150622304,-0.41870894641923606,-0.00800686583788556,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.0008226606682785522,-0.0016071029189448887,-0.24000705130764877,0.00036813928311214616,0.08629130947424678,-0.005095606989650575,-0.41870894641923606,-0.00800686583788556,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,0.054335239916657695
0.023857159380078458,-0.02051419608300254,-0.38891889862558565,-0.00016558465297707414,-0.18764935552336198,-0.012209064862592295,-0.41870894641923606,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
0.04031037274564978,-0.048874835829089025,0.1873052062133876,-9.551249725644232e-05,-0.18764935552336198,0.011976691905409545,0.051750543939456134,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
0.04031037274564978,-0.053601609120103436,-0.16878834172080937,0.00022511371526789495,0.2232616419730511,-0.012209064862592295,0.051750543939456134,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,-0.2044039977817123
0.032083766062864116,-0.029967742665031372,-0.2723791920289394,0.00013395076267740396,0.2232616419730511,-0.020745214310122353,0.051750543939456134,0.01612426783647302,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
-0.033729087399421244,0.03620708340917039,0.006021218174160068,0.00018120336768638094,-0.050679023024557616,-0.005095606989650575,0.051750543939456134,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
-0.02138917737524275,0.02202676353612716,-0.31770018903874625,-7.603520397225268e-05,-0.18764935552336198,-0.0221679058847107,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,-0.2044039977817123
0.04031037274564978,-0.044148062538074614,0.06429107147248324,0.00036813928311214616,0.08629130947424678,-0.017899831160945668,0.051750543939456134,0.008184346433942133,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
0.04442367608704263,-0.048874835829089025,0.7052594577540378,2.9995031657649233e-05,-0.18764935552336198,0.10018356952988686,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.08308872749613526,0.09292836290134336,0.21967734693467827,-0.00016443215041587778,0.2232616419730511,0.007708617181644511,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
0.0649901927940068,-0.06778192899314668,-0.16878834172080937,0.00034647223496168765,0.08629130947424678,-0.025013289033887384,0.051750543939456134,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
-0.013162570692457047,0.01729999024511275,0.27794720023300146,2.0429260399735764e-05,-0.050679023024557616,0.02762629922588132,0.5222100342981483,-0.00800686583788556,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.05840890744777827,0.05984094986424247,-0.2011604824421,-0.00018863470420096558,0.2232616419730511,0.009131308756232855,0.051750543939456134,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
-0.09131533417892092,0.10238190948337218,0.2649983439444851,0.00017774586000279856,-0.18764935552336198,0.0020178508832911406,-0.41870894641923606,-0.00800686583788556,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.0625222107891711,0.050387403282213646,-0.31770018903874625,-0.00020407823852097354,-0.18764935552336198,-0.005095606989650575,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,-0.2044039977817123
0.027970462721471287,-0.02524096937401695,0.38153805054113155,-0.00019900722725171716,0.2232616419730511,0.04043052339717641,0.5222100342981483,0.012854888435430891,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
0.011517249355899942,-0.006333876209959311,0.06429107147248324,-0.00011775579668749786,0.2232616419730511,0.007708617181644511,-0.41870894641923606,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.004935964009671384,0.007846443663083931,0.7894270236293933,0.00019353514509116477,-0.050679023024557616,0.08880203693318009,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,0.04636290354258141,0.054335239916657695
-0.04195569408220691,0.040933856700184824,-0.3241746171830044,-0.00016558465297707414,-0.18764935552336198,-0.019322522735534014,0.051750543939456134,-0.00800686583788556,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,-0.2044039977817123
-0.04606899742359974,0.055114176573228056,-0.2982769046059719,-8.433322241285484e-05,0.2232616419730511,-0.013631756437180637,0.051750543939456134,0.009274139567622844,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
-0.05018230076499257,0.03620708340917039,-0.052248635124163105,0.00036744778157542967,0.08629130947424678,0.0020178508832911406,0.5222100342981483,-0.00800686583788556,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
0.0649901927940068,-0.06778192899314668,-0.05872306326842118,0.00034647223496168765,-0.18764935552336198,-0.009363681713415608,-0.41870894641923606,0.03247116484168367,0.009104176736506268,-0.036631667887366874,-0.0335731370480762,0.054335239916657695
0.003290642673114279,-0.006333876209959311,-0.1817371980093256,0.0002262662178290913,-0.050679023024557616,-0.016477139586357326,-0.41870894641923606,0.01736974570353669,-0.10469803246982208,-0.036631667887366874,0.04636290354258141,0.054335239916657695
