in1,in2,in3,in4
0.002505568415717807,3.166783571189463e-05,0.009053167724495624,0.006164027619505047
-0.0030087233530399216,-0.007186747827458387,-0.003781671296671965,-0.008755756799936135
-0.002963060974810028,-0.014170514886919797,-0.016056816369695248,-0.00861836878820707
0.002538293652512791,3.376051621366283e-05,0.009168146064059149,0.021636556543785913
-0.008186640691743019,-0.013968041363915551,-0.0279770121229741,-0.008496470483632855
0.019720456399354158,0.007637285056368778,0.009236739758907098,0.006289094939793918
-0.0030257714130497715,2.6731110016484094e-05,-0.00380290650061256,-0.008807074083124297
-0.0028115031922616995,-0.013415984493976185,-0.03851710081451779,-0.04921298484154765
-0.0030739480898926974,-0.007347000444949486,0.008956906199147768,0.006098468335706805
0.002533733658844489,3.3874792475456494e-05,0.022239978145176774,0.006231152259509272
0.013851603916178123,3.331351385043452e-05,0.009137323830479945,0.006221386765067803
-0.008171890423151362,-0.013942758352230647,-0.015799580609423255,-0.022720873579774287
0.0024619708733622236,0.007360282960560134,-0.0038406957610410894,-0.008898276344962923
-0.008604195365255418,-0.007328722717879321,-0.0038530796670786377,0.021092612590373358
0.0024160954999688233,-0.014378202413044654,-0.0037766154620282807,-0.008743400774091768
0.0024351760626790953,0.007283330581304738,-0.016413772474355097,-0.008808992544638641
0.0024779811243568206,2.9506165777674898e-05,-0.003863048889111549,0.006098280379441337
-0.00831608315846627,-0.007084396384888891,-0.01607966472624675,-0.008630601094252115
0.0025545233386416455,0.007627025189446676,0.009224816864471339,0.021767637675845282
0.0139972134354929,0.015235064550180755,0.0224396889005454,-0.009219309339386653
-0.017946386114057744,-0.02680068677419231,-0.0384658355148048,-0.02182831885787078
-0.00853550789118257,2.8044555526574033e-05,0.008859642401308973,-0.008857829689049787
0.008116360471594308,0.007486295972516946,-0.0039017126502399885,0.006164068588852302
0.019962705095205258,0.02311838929037756,0.009352327298096458,0.006367771729501273
-0.023525694678378478,-0.020568598193938123,-0.02745366990415167,-0.008339810344317293
0.0025215285107768604,0.007531791404500103,0.009108907936563847,0.006201967647119611
-0.003128240119610548,3.293043748535396e-05,0.009125938222063354,0.02153879886362535
0.00820310932704943,0.0075666407109558215,0.009151136547221689,0.006230749717597177
-0.008451567256510972,-0.014423806486914159,-0.003787699414955839,0.005970119880132248
-0.013502510264855494,-0.014022404324759,-0.0036877317332141557,-0.02285149613781006
-0.002979683797144639,-0.007115255344977547,-0.01615047729458012,-0.008668394221998749
0.00820209253161408,0.022627569109167335,0.009149650475393976,-0.009138082251007311
-0.00841556298565721,-0.007168818722806475,-0.016272756843878092,0.00594308917621663
0.0025376801417760775,0.0151219234107609,0.00916531708286352,0.006240362990246329
-0.008351512881305145,-0.014251735139837213,-0.0037449027271614366,-0.008667038167104527
-0.0030611464160802127,2.8711444393869634e-05,-0.0038466194491845462,0.006070380552364939
-0.003043024065588762,0.0073267784835888555,-0.003824396546692324,-0.008859007221295997
0.008291675564772616,0.007648668665873284,0.022477441994540125,0.00629882781118303
-0.018521588985087933,-0.027663931078170653,-0.015667145087976078,-0.008410318148720869
0.0024624341672135897,-0.007304900146507483,-0.003841351905330588,0.006061314871796855
-0.018261495862290977,-0.02045430951742057,-0.03914666496297701,-0.008294480838562858
-0.008400028777797275,-0.007155468059713982,-0.0037657647917743037,-0.00871744776045942
-0.0030915033088253496,3.085601218413836e-05,0.009011652980316476,0.006135731986924561
0.00244649630064267,2.750836172927401e-05,-0.003819080345761665,-0.00884603408279249
-0.003090831462908117,0.01486942903701903,0.00900977318587598,-0.009002899895917967
0.014171755168380318,0.015424901348751796,0.022719112338599773,0.006367706125994611
0.0025499250603324974,0.007613323699733381,0.022375043695714712,0.0062696343090331355
0.008016614319696136,0.007394089608067651,-0.0038571419749188693,-0.008937899629423082
-0.008500869856491011,-0.007241041251859037,-0.0038088909777056756,0.006006208441709272
0.014045232146595948,0.03053416613807508,-0.003986830498605078,0.006309051419576883
-0.008689737734709574,0.007463024477516678,0.009025579684697194,0.006145172986327441
0.0025013322437397456,3.178693773895486e-05,0.021968310153128952,-0.009028798738122241
-0.008366927357288612,-0.014278158640993549,-0.016178139964260277,0.005907501540065134
0.0024897975852492538,-0.007379514670822991,0.00899808851402694,0.006126537507992552
0.008306754177478282,0.007662454425667611,0.009267751162262527,0.02186706976888699
0.002419919339530646,2.5434693586935675e-05,-0.016317278347962712,-0.008757454788574828
0.008410233921717969,0.02319388974321237,0.009383845313167896,0.022135584362291925
0.00825369951278282,0.015191211271950687,0.009207889220128121,0.0062693790808202796
0.008151725919308683,0.015005154325132865,0.00909315319537115,-0.009083517508673582
0.0024893270333975204,0.007438847486614282,0.008995786003169338,-0.008989430634468332
0.008240975960261077,3.4711555591662724e-05,0.022341558949364813,0.006260110827125284
0.002505212398012352,0.014936987034679557,0.009051276037442844,-0.00904302774953708
-0.0030143217552573154,-0.007200176314718587,-0.016344717204545,0.005970137917548267
0.00252624051974909,0.007545839317870243,-0.00393040843397488,0.021540048431115004
-0.013909137700900326,-0.007209539251571591,-0.003792877794937817,0.005979024088048873
0.002493714659402624,0.007451932154792222,-0.0038850062568169877,0.00613568950745462
-0.0030383712855375222,-0.007259738072292951,0.008846260295369557,-0.008844949617583288
-0.008436548472974648,-0.014398054953703332,0.008753213330795581,-0.0087550113050983
-0.0030556498233541562,2.8831465800335798e-05,0.008900115692047378,-0.008896972885405759
0.0025663107736530744,0.015283733022081906,0.022511730158102088,0.006308578178835601
0.014285411990816482,0.023300707458103517,0.009427877259007553,0.022237541937702082
-0.008185106071372072,2.008789321718274e-05,-0.02797228272159931,-0.022758230146335046
0.0024463948701143046,0.014603066356274973,-0.0038189877824508014,-0.02371217011156458
0.013959041996355753,0.022771409014103572,-0.00396380493228219,0.006269805252909988
0.014506782040163285,0.01578939492707969,0.03692739265585586,0.022580782479109343
