Scorer_1,Scorer_2,Subject
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.08086694960262088,-0.37029085534076867,0.009363135607160927
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.08086694960262088,-0.37029085534076867,0.009363135607160927
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.08086694960262088,-0.37029085534076867,0.009363135607160927
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.22343127993269718,0.22980340181135442,0.026373484859166837
0.22343127993269718,0.22980340181135442,0.026373484859166837
-0.3737622257001726,0.08383086821858468,0.009870587350600993
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.08086694960262088,-0.37029085534076867,0.009363135607160927
0.08086694960262088,-0.37029085534076867,0.009363135607160927
-0.1427531266302891,-0.14268995953357858,0.00538231603288077
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.08203577588840487,-0.3782171744944046,0.01657182202294509
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.08203577588840487,-0.3782171744944046,0.01657182202294509
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.08203577588840487,-0.3782171744944046,0.01657182202294509
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.22834172271336528,0.2347758132058714,0.04648090182310398
0.22834172271336528,0.2347758132058714,0.04648090182310398
-0.3819268784456382,0.08496319952624691,0.016902908788404378
0.08203577588840487,-0.3782171744944046,0.01657182202294509
-0.1448130366735755,-0.14460999957700596,0.009362266119594537
0.08203577588840487,-0.3782171744944046,0.01657182202294509
