median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
0.05148473046234917,0.00776098466253597,0.001636205076281999,-0.004941500026206233,0.002733692679944353,-0.0029684174849459928,-0.03718132866152619,0.03939518490822098
0.05121761780736055,-0.0035689199541343816,-0.0046873173630641845,0.008482232841237312,-0.0026953576823685915,0.006079618703445366,-0.03681972242328998,0.03923431469535643
0.0395005225507357,0.013992432201176519,0.0010393393944757657,-0.004103375456679957,0.0022793132840774133,-0.002512439377087196,-0.036638884819713384,0.039555932412477304
0.021382795426642683,0.013992432201349013,0.001235583136552752,-0.00348508683938445,0.002117407982361207,-0.002136927993640979,-0.03663888481962119,0.03971680262532376
0.001215704363486031,0.013992432201184325,0.0008766502820694551,-0.002866798222256264,0.002099128351355694,-0.0017792981048231123,-0.036638884819697785,0.039716802625210185
0.003354858655659973,0.013992432201160303,0.0015965496046468379,-0.003787361274564625,0.002496057478399486,-0.0023693874215725387,-0.036638884819743214,0.03971680262521686
-0.0008841686559688047,0.013992432201173823,-4.661043102882796e-05,4.808911109372219e-06,0.0007177105343051573,0.0005005924366147298,-0.03645811618524625,0.03971680262519606
-0.0069346352701885675,0.013992432201763008,-0.0006251735865818557,0.0027252788276950837,0.0005531938572880864,0.0016897118178066297,-0.03645811618456505,0.03971680262589532
-0.01860234529752166,0.008327479892742878,-6.694657012696042e-05,0.002423004391889032,0.000425236440690765,0.001224792961512876,-0.03645811618524802,0.03987767283788263
-0.0005239021217811057,0.013992432201212185,-0.001077652681086923,0.0030000737680547195,-0.00047568822248625006,0.0022887418810664077,-0.036458116185143774,0.039716802625310875
-0.00600198065281124,0.013992432202183203,0.0002919862853370918,-0.0007508771755848753,0.0011982036891052018,-0.0005007712511953741,-0.036638884818712636,0.03987767283896232
-0.005245532514203108,0.013992432201554147,-0.0010308795608623342,0.0036183623855982564,-0.0003529535578823302,0.0024675568258383657,-0.03663888481939129,0.0398776728383439
-0.007439680588265753,0.013992432201480012,-1.8709247908291551e-06,-0.0002012872942460395,0.0007072650313480642,8.931806480138183e-05,-0.03663888481940803,0.039877672838309466
-0.01194470205545483,0.01399243220139905,0.001823297555352264,-0.004089635709417297,0.0026736310354290253,-0.0025392616185830664,-0.03645811618494127,0.039877672838138714
-0.020439594376675127,0.013992432201527488,-0.00015642558142169635,0.0018871542574900755,0.0004095681862292715,0.0014483116426664859,-0.036638884819317555,0.03987767283839779
-0.01810178735638781,0.012859441739804987,0.0013921714075124918,-0.0028255789808066907,0.001754426741406934,-0.0017345943684843436,-0.03663888481933463,0.03987767283828831
