cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day
0.07687248172692791,0.046794197442041024,-0.03069169792156636,-0.03270466988817766,0.018155640693248227,-0.0035294071815413965,0.012450624677540635
0.05838970960533323,-0.0023683518443133444,-0.0644989674950169,-0.02208634662080218,0.01234188545348891,-0.01950358661859613,-0.006624362703654598
-0.10791744097132729,0.1494321853658484,0.018979006152275067,-0.01039460249487267,0.034574225003478586,0.017369595722286094,-0.004056416900557369
0.0692334748664038,-0.046437371961797265,-0.0037132947392452213,-0.06940543489875224,-0.008742959688351426,-0.019560930823322376,0.01298505181999971
0.1009824165353139,0.00776820171896774,0.004163181528224915,0.05004035492657477,0.005896312367040515,0.012969039080052347,-0.010038375366371526
0.08728613762029841,0.0320631882909882,0.0156288000184229,-0.025819043477032896,0.0018377242038210874,0.00675507150895328,-0.025018013457298875
0.07324232554311458,-0.035042181179515006,0.02251409763056732,-0.023361268982753078,0.002886856127983225,0.007262405036562874,-0.0306499630607036
0.07907414088818471,0.03870479729579941,-0.059928324642800276,-0.03193550387884092,-0.008052678375000344,0.013864815597089086,-0.007407656923525697
-0.06538670994708526,-0.03988466165811056,-0.02313330521863649,-0.07121148119516062,-0.0034581781367062237,-0.02274826046476424,-0.0238425776687336
0.05235374940460965,-0.06561282452980437,-0.10598561398373028,-0.07675154650119279,-0.026784159313248495,-0.036742903236044906,-0.01854964271453909
-0.0823692852193771,0.05866215044249504,0.040598931549291416,-0.019859157529527098,0.025183270226094463,0.0038431127461893803,-0.009206751099911363
0.13647373291810427,-0.041541452052179725,-0.07555132992521497,-0.024202431525990324,0.014500852754071196,-0.025580876260071436,0.008645575369436102
-0.20306041523275464,-0.04284768183501917,-0.12244506131113879,-0.007400915874059879,-0.03476194122011721,-0.025233767448269103,-0.022581328505887698
0.10538649894829154,0.09422291937881754,0.0924453870605884,0.007133518073291739,0.049335502293552144,0.05792982808143134,0.047013592172618385
0.06889185004590487,-0.00992404269301356,0.07975055376837943,0.005413356985179751,-0.008940422013910241,0.014658152847609993,-0.00542938189786606
