RIDGE,NUB,CRACK,WEIGHT
0.006854607547684216,0.004357157726197259,-0.0007463328120268058,-0.016464344041519904
0.002671657751813855,0.0023167724458282024,-0.0005586274407508758,0.001908934602536716
0.007425996194320605,-0.005748627587771969,0.00011358258522727732,-0.012525357968248062
-0.020909761869949126,-0.0052470534768046355,0.0003589439810042401,-0.005793858637379915
-0.03210722192043754,-0.002903985420473411,-4.104444543021751e-05,0.024616083929690103
-0.03764515964773767,-0.002177152194866982,-0.0015753901619578146,0.02435761032492225
0.011484339830859627,0.005397673457813206,-0.000930512809072543,-0.008796806141663421
0.019061511650452626,5.995653613146551e-05,0.00023283704735267002,-0.00098112154630077
-0.035448705216676285,0.0048471336946940904,-0.0005008687107629223,0.03149562584261736
0.0312042347966721,0.0038175479543239785,-0.0006135711336720459,-0.021860046255703522
-0.012487996410228047,-0.002052304831304197,9.810011984312528e-05,0.0023293705240515217
0.014918198597112978,0.005008768702378215,0.000475439361624537,-0.021848273560412405
0.0308142588010355,-0.0016483970318846783,-0.0007069508446370457,-0.023935582306387145
-0.0729660844883127,0.0027770953370485733,0.0005716916403738746,0.04912935845566466
-0.01509539132216528,0.0011438250611605708,-0.0009230272943605983,0.006633656829696917
-0.0032776908974766067,-0.001965238937038767,1.4581157391842237e-05,-0.001210532955126714
-0.008375060902832118,-0.0005048152715025449,-0.0012789058440791125,-0.007117545743982701
0.016316106555150187,0.009259863378743668,0.0008852381642336093,-0.0008563032285328828
0.0003018158769404061,0.006398985442228,-0.0008525735250366415,0.004023652834066249
-0.0258488006314065,0.0028252117246643574,0.0005720615675958024,0.027946549285411577
0.007377047556809235,0.004544965826091693,0.0004658399349745865,0.002101418027589265
-0.05193279530459785,0.0038453815610495767,0.0016824575907940023,0.03239516945245004
-0.03232597385630932,0.0023302064230716762,-0.00014514088013207332,0.02505132601118555
-0.018076594194997506,0.0008975935348570149,-0.0010231159869726267,0.007609676052566031
-0.00608723017823691,0.012896414475300374,-0.0008444884759363329,0.017979655418500513
-0.03237160687827119,0.0020485092656901856,0.0002817483993897661,0.02412969591662513
0.0414653547672058,-0.0048520353740407265,0.0002280616478847683,-0.02354180321027652
0.024268716834684026,-0.0028895163664411777,-0.0010035534146906333,-0.018014917622772405
-0.022795844674163096,-0.007953923517331634,-0.00022561803330543515,0.00682941687811596
-0.033159491528661905,-0.0026870790427603944,-0.0002579111402679704,0.017979596354436585
-0.010887366240921847,-0.003140718185020104,-5.037534223997775e-05,0.006392358740252527
