cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day
-0.0011218460131613428,5.435292837994467e-05,0.00992349060703705,-0.0005104137214781476,0.06153868094367497,0.03459309173168604,0.019446392165601647
-0.0028867454894240807,-0.009410677026033794,0.0014005148416865627,-0.006640671241127169,0.02282190325585467,-0.001610775093135397,0.008642887036394552
0.00565208681417613,0.0035911175887032125,-0.01727805846297146,-0.00017758080251213323,0.0006711270756101125,-0.04334297506575879,-0.026057823958033063
-0.0017631717528457241,1.0385778087729572e-05,0.0006944196520987742,-0.00158648955999415,-0.02143968778026973,-0.012755108017286357,0.0008044274617499281
0.002453466233841628,0.0018288309840937926,-0.006191151783299813,0.0075049274689509525,0.015199591944436673,-0.0011574142529721075,-0.01173413645716755
-0.005605061473379025,0.010973303393022943,-0.0017126091289668636,-0.004892985134744754,-0.00857110657147218,0.0018554418959536596,-0.007341772218927054
-0.007659298753022084,-0.0020399955824849884,0.00916987430638231,0.007093033879360243,-0.004847916787037811,0.00425628269766995,0.005818974773306829
0.0015779848510239364,0.010612554542062329,-0.00357009111458265,-0.00012100666572198784,-0.015157543323883972,0.011324048569819292,0.004320608962071339
0.00038673222056356815,0.0075991024041792855,0.012513961408764778,0.0026715952652126163,-0.008515950473246308,0.015987767517673737,0.020448840754042574
-0.004037686413728703,-0.00018294350028562507,-0.009754296141581534,-0.0008915018349754406,0.027606439827395197,-0.0033712089247188003,0.0029476332721099594
0.003713888961797057,-0.00220529874012791,-0.0027331837111246437,-0.003449519472439674,-0.0017402959409189723,-0.029654142393909032,-0.018213321653634415
0.004999371737246669,0.002998448050059088,0.006042923208190365,-0.004276957590298626,0.012804973893449678,-0.007507256537466689,-0.0008252574520466547
0.006898479652088188,-0.0022210980230647215,-0.021967107274696335,0.006052534195006017,0.0049181571091753765,-0.006478833466310398,-0.011331344959036338
0.009436697767373839,0.004002953043795965,0.026052405953764873,0.0027874932430587644,0.015531561345155561,0.04349587664034272,0.018686532502053065
-0.000474328895016668,-0.003633637610417703,-0.0028916254852562936,-0.004356051011145749,-0.005995938082953544,0.010044101789411307,0.012275722838010792
-0.026083274483923988,-0.0038150866448087625,-0.013487502644837333,0.016374331350634104,-0.014350787904071656,0.012282510308803877,-0.006955414200256317
0.00010256541604505842,-0.003862785726588231,0.018681981059120344,0.0002148792528179934,0.06007027837258638,0.0023275031880711436,0.013128898844267312
-0.004033240060866222,-0.007446054044084336,-0.0007956040950522006,-0.005134095011473508,0.023968077389341716,0.0021176461069159352,0.003639705999433777
-0.014419041374785682,-0.0033047712555158894,0.0057672259906755875,-0.0037218456564150123,-0.009153430532494117,0.015823406975044214,0.023123855576768156
0.002081071055085537,0.00218926222292839,0.002726217596462738,0.006156230408842183,-0.01767289758475361,-0.020813513265835012,-0.010701594651190511
-0.0002399400069206803,0.020431970368244633,0.003192025715776158,-0.007773009315262229,-0.010243940156432723,-0.017520592485334864,-0.003103013187435685
0.014893884519367073,0.015985985647366772,0.0015411082750552106,-0.006929094478857038,-0.006102251065355772,-0.02168919370614434,-0.005513438547298352
-0.000976748363675034,-0.009609500335904266,0.0076654365495401455,-0.0159071549640131,-0.01995407186659398,-0.009947499871094756,0.0020009334753598677
0.005175642464192776,0.004230923640529294,0.0025887134304737186,0.01813914730437967,-0.02354263707998377,-0.028150414566630397,-0.014476599411421473
0.0007951588818709832,0.023897120259833655,-0.009732905857818535,-0.002618207868246311,-0.00822906064046305,-0.011310705665646539,-0.008057898176895763
-0.0034164411427356767,-0.017102133447632208,0.0048560012852372336,-0.008826056197470093,0.015328817382640447,-0.006397593815781652,-0.022276781721778705
-0.005250735633359108,0.010409355919239765,0.01878769859891599,0.005391750222138539,-0.004264419639702213,0.005822333204196459,0.014317944385438807
-0.009761048876741424,-0.01010806606425126,-0.0036749176441076663,-0.005336398119533566,0.01825897869355137,-0.00423504021881279,-0.013482919881564413
0.008258297111162702,0.015110567213668493,0.008429828925167382,0.0013649554184765565,-0.017803878058576153,0.0031975108794678134,-0.0002729449121673718
0.027944418233296832,0.02376811737357275,0.019454191600397953,0.03769276991155179,0.009573192781239626,-0.013816783573222694,-0.012316166768729698
-0.002668839764851383,-0.00920571017789458,0.0018271802176910296,-0.0012857408725886026,-0.008691095276319852,-0.00708357281908692,-0.027174094257307265
0.005292616303485986,0.00892749113744857,0.012173584116600336,-0.004869422407958304,0.021282789161578414,-0.0006253503812332119,0.022205161320949886
-0.003420730805857669,-0.0014358586662994582,-0.006648815361433957,0.012657528467539224,-0.025315565098345393,-0.012240051951489098,0.0003682691974264164
0.004945959944000447,-0.0014501405443584098,-0.010674196066678472,-0.003519065975222226,-0.028025161818401888,-0.014323002116729027,-0.014088144974661604
-0.01714862450493347,-0.0011268829891781136,0.009611785126012327,0.01608916646277996,0.010051478470384286,0.01548797482554998,0.012249029666253054
-0.0061920123417876505,-0.003780100503203397,0.001812105396946366,-0.0028485557817581816,-0.007391844190163705,-0.014327597335677652,-0.02155386819471308
-0.0060582316963415095,-0.005728954584195833,0.0007025150456028556,0.031274421820338724,-0.022092456283412103,-0.004519184981102892,-0.0013106988101213683
-0.0034761695709242812,0.009348623924406075,0.012950451692969428,-0.0045163989016089295,0.023169070004223996,0.023965710725186724,0.008191421051757656
0.0012936376856917814,0.028971854794588907,0.0012322872424836845,-0.011494732195991939,-0.01846913657255168,0.0043512483464652005,0.0010250132081001291
0.003922729783324044,0.021129943711927956,0.011408320315864764,-0.0032162417857418742,-0.017565005030924383,0.007760288695388671,0.002950272803581462
-0.006003171631257659,0.018300830018362912,-0.01333702834390671,-0.02683134950211291,-0.027159982093477655,-0.009280845578344805,-0.015905553676127938
0.0016269927511829707,-0.000423701626327282,0.0029370827172346906,-0.00031499963967034257,-0.011202632582653712,0.017847636301733145,0.004216863621271346
0.0030810988572388676,-0.005933602844773639,0.015766293605479886,0.016513241602868534,-0.008062890340594465,0.006122277249725378,0.017727508926923465
-0.00127231281421325,-0.006943928815618088,0.02119846005527336,-0.005305569192283164,0.028531860127156198,0.030812410589746955,0.01398551683363999
0.002099167831620563,-0.0012325740359351387,0.00720601999063971,0.007146514928424906,0.017615828525116957,-0.01232489816652036,-0.006273813764213908
0.00566739768095624,-0.003132467031163327,7.173792097192079e-05,0.03433822767544921,0.010935706520360246,0.0075136820027560305,0.02308007052295493
-0.022309432032877594,-0.004364729472434619,-0.0028935409313286826,0.007950815517466046,-0.01718226335792358,0.01244314037675957,-0.009679214318121231
0.002634697739052755,0.020898672022706344,0.0029706627680055036,-0.009101988304795746,-0.024227201332126018,0.003330387570102065,-0.006322709373203285
-0.020011095694488112,-0.002727769769339857,0.0020332137196322243,0.002499019865128519,-0.004530433425848225,0.01243474787442233,0.024417717153770578
-0.017845939139272765,0.006582557695453985,0.010206862630552257,-0.0020059298549167,-0.004777248123484675,0.014162077902296292,0.007793018612649333
-0.0024102974879870454,-0.0023525971047556413,0.0009067309307224294,-0.0017262262858359027,0.004633391258300581,-0.005098013575608138,0.02016241198844166
0.006727799406307397,0.07329783681057374,0.01057805362099599,-0.010484470642432683,-0.01024710770902368,0.004000747842095984,0.004394701649587393
0.0005202784942891364,0.01782460789708959,-0.0005842682141504341,-0.0007698549742286512,-0.016234323009529296,-0.027394105240964924,-0.011003352272492878
-0.003195848420637609,-0.010063689603263499,-0.0011222208495634683,0.0008451179717487642,0.020421290812502713,-0.0033867242559739684,0.008818510629401801
-0.000494661657626988,-0.001636019832755145,-0.013777063805133074,0.010390119422520695,-0.0014304274042200998,-0.016920994544812513,-0.012166176396432887
-0.008651616722855221,-0.010785325827207249,-0.005064845790160139,-0.009286466844972979,0.015960090086547127,-0.007515114928158479,-0.012490907630714114
0.0062745018937485075,0.03465610161346118,-0.004816141809433325,-0.0026884418348953505,-0.017977767041302054,-0.014325427094359036,-0.008935825083086057
-0.0025216945664031515,-0.004757037446013532,0.017146745768553056,0.024326104625615446,-0.010451833248822751,0.005791866513476757,0.01567977541046219
0.00444145446194133,-0.004940230464264677,0.011267720323151898,-0.0024793447131230186,0.014485220238308514,-0.0018559307688522392,-0.006682643768029286
0.00437976306945459,-0.0016179948936766771,0.0017934784195665025,0.006017015256908677,0.021344576011752325,-0.012148396291610405,-0.005532196263262484
0.0016582893974066287,0.0022131652997471867,0.013024859143715062,0.009347432470620897,-0.006925004932475034,0.04418335130139276,0.03340953035582431
-0.009622406622011054,-0.0028266507823890754,-0.0033634178532241984,-0.011129798265482674,-0.014481327038438449,0.006381024572618672,-0.0009926482295333494
0.0004949563987612371,0.00642580756714249,0.00293819494768968,-0.0006415509424053546,-0.016018244367683145,-0.023045099310335437,-0.007795081613156613
0.006800897623838481,-0.011827384963796,0.009662955987167335,0.00016632369158065333,0.01662144363902475,-0.002738806418262827,-0.0044491842504196764
0.00355123193916973,-0.006415949123492564,0.001870952258609851,0.00034695983509919204,0.031178393313934842,-0.0008959343643538328,-0.007824442028687782
0.0020056908947719,-0.00013195801322787339,-0.004877009881239807,0.018306739101098916,-0.018001693351292782,-0.021585516670363042,-0.011751476298207098
-0.0008862189856226055,-0.00022441755547934934,-0.018265545400780313,-0.001014614151550396,-0.015456028069927777,-0.017876847751545806,-0.018887389965400597
0.0025399650973092908,0.012486692239351251,0.0021190848466496673,0.0019397559587852817,-0.018218141916736146,-0.024853918779516933,-0.013654454765829677
-0.0007217691863332515,-0.0101764544540221,0.0036803004703727746,0.0011464923301254086,0.016782354090840126,-0.011114044230108859,-0.024661728274755587
-0.000101095848822369,-0.005883528088527663,0.006138175426173032,-0.012998527777833052,-0.022210225318602672,-0.011177529851723485,-0.0004958739170451715
-0.0018702478629555735,-0.0031277380906837,0.010801257575093532,-0.0015686862180140492,0.0030512735739249685,0.02416869715600979,-0.007762271804482495
0.01115464242550436,0.004162694901163793,0.020250811213809984,0.039201541946017694,0.04934212463190079,-0.009736281140668254,0.011347178103071355
-0.012539644240292941,-0.009971571783562203,0.006953004299189172,0.004706030452511507,-0.005061694031489355,-0.006928612686775089,-0.03143938495993852
0.009050199669871084,-0.0030836400128072747,0.010289370748278771,0.03458848140465409,0.0018970309745519887,-0.006412656948929222,0.008878576630342111
-0.0008738600111241751,-0.004549218872954536,-0.0011597795987132037,-0.012985691112261421,-0.015393622499291043,-0.008444962204065199,-0.0033214710779713164
-0.004343496297715091,-0.006797732675831645,-0.008081870485500412,-0.007777527786727006,0.002521948071011113,-0.012198452918905053,-0.004309920703008056
0.0009747534282223969,0.025893477192996124,0.0023801329647928013,-0.005967431439765239,-0.020178091862498245,0.003079957926365,0.000727374298673011
0.00541841507389304,-0.006011089560606933,0.0049522403455557595,-0.0011127000366333937,0.01935466174280391,-0.004449503504857148,-0.003915778751022633
0.0035388402609443925,-0.003011757774441218,-0.013043600596458796,-0.0004062876717342446,0.050859939716366785,0.03338028654598799,0.009689016303036683
-0.001391688939000671,0.002550867726768758,-0.005348491738790693,0.013398383208518952,-0.027888961163321013,-0.01374616309295993,-0.0036091702196751757
-0.0010773147808180589,0.005597212116427363,-0.0024908026174513976,-0.005986615730442403,0.03595082961001951,-0.0019744988669026537,-0.00820759790055318
-0.00489938821573474,-0.005760704830632691,-0.0035600610960454023,0.0065841752878621155,-0.008082212230995946,0.01102098745705204,-0.006833300136936584
0.026276381569998522,-0.0027083090822302095,0.026836469412270192,0.015225720545700332,-0.001401775507511598,-0.029813439067804245,-0.0019704592171932277
