year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
0.003638922836843848,-0.03229149117651463,0.000998435725047754,7.32474161601457e-05,-0.0058730780266192315,-0.0012545304848120503,0.0018774700501648465,-0.0003051470688887222,-0.0044796633980856634,0.006995606846701458,-0.000239433278027999,0.003620127004218394,0.017010248690137328,0.0012221553664450338
0.004207237781550703,-0.02847733745334136,0.0011600239252881682,0.0006143897456903587,-0.007807821538998781,0.00030685928989057155,-0.0011751488869547581,4.2724024481118636e-05,0.001029214544862138,0.005470206292554586,5.184086577987987e-05,0.0032316420852329763,0.009640290551035567,0.0011892062392705378
0.003536632080234754,-0.03422901465609537,0.0010558512671512666,0.0004973879075042461,-0.008073088903514245,-0.00041732419012169937,0.002406922655024508,-0.0009931479192476615,0.0024705963301703726,0.005175129989705929,-0.00018444970626425942,0.0035648389754407723,0.0040427187363639575,0.0021301849874540407
0.004049197589465613,-0.030019046789212894,0.0017251654339043299,0.0016893214559099603,0.002870329697440166,-0.00031696464978476813,0.0008471130900444252,0.0023441000536316525,0.003157727587320249,-0.004125396123940603,0.00018175247400212095,-0.0033931891146174306,-0.005221909299260979,-0.00789058221247628
0.003975960490384815,-0.030097541999497834,0.0017201823120778928,0.001042981956792459,-0.004251297552089956,-0.00025824464231625637,-0.0011290278631105844,-0.0001930001371395566,0.0006459039881345823,0.00555913276715045,0.0002981322935366786,0.003273343618422614,0.00968668631317042,0.001492057212081394
0.004338225088383155,-0.03176624357459006,0.0014782504299407607,0.00035372861910026377,0.0032623821098033707,-5.1703756955182525e-05,-0.0014652273085692979,0.0009225601797584258,0.0021152970167231176,0.004096301631362041,0.000656442545148987,0.0038972221684710354,0.0037341699879911427,-0.0007273738260985948
0.004066091071695884,-0.02875360725561586,0.0017067919970266115,0.0008014164989692883,-0.003914116479310603,0.00028145191454478913,0.0010213570089111714,-0.0002281955886109146,0.0009072679903492561,-0.0025796618244860376,0.00021461173494852377,0.00348850976673012,0.004253030983864646,0.0011346536489042329
0.004061949938487067,-0.031075408523050893,0.0009975485597835496,0.0008507851046328801,-9.488087046760629e-05,0.001341456183024717,-0.0012033610274897859,-0.0005056161156010365,0.0009916219816432158,0.0054577299478574355,-0.0005211707379243644,0.003466939891803734,0.01050197494044983,0.0009282743255359938
0.00439710618385983,-0.02868657893843792,0.0009298304377358973,0.0005063786391843086,-0.0009940372429358348,-9.488270968955424e-05,0.0009633757449994216,-0.00015642889862282742,0.0017121489241048334,-0.0008154656312792205,0.0005368949380511109,0.003616760172583841,0.009193215654568038,0.0010296535647874453
0.00417600299644039,-0.032817577117681816,0.0009169005382892839,0.0013759978234143316,-0.002280258474332507,-0.00438539179275567,0.0005485473877816946,-0.0006512358947434574,0.0021159932552660475,0.004674521965179115,-0.0003931039032551872,0.0036286232190041,0.0046707532040239155,-0.0008206651901060777
0.0037815857838430877,-0.030477029818995492,0.0010238490861886231,0.0015539822001097566,0.00033683594645562406,0.000315692438928124,0.0008192585103770731,-0.0011780912924456678,0.0013152641557218593,-0.0007678229526545595,-0.0006810830842985851,-0.003087751685711675,0.0037380538825861195,0.001091626546434031
0.003853806745782923,-0.031797847630628394,0.0007452253093993865,-0.0005096576464565141,-0.002434346779000407,-0.0007878667618782254,0.0013600998154236423,-0.0009715164241777361,-0.0034612788503160666,0.009372030205028603,-0.0006051953283900467,0.0037156549539476475,0.024878682454174624,0.0010536622954269062
0.003820712158454056,-0.03039492574720799,0.0010833915716807556,0.0008767638636306173,0.005853280083769985,0.00035780051259808943,0.0007660201563007775,0.0030406977253795106,0.005244955623212677,-0.002631458114410453,-0.00026676311428626014,-0.005205754988660072,-0.012031970801314124,-0.0054063624418208035
0.0035029525269075455,-0.029322408979389453,0.0013868112256455129,-4.0653137757739825e-05,0.0035488406334383354,0.0015413316663764887,0.0011406601279767379,0.0025934489972219863,0.003454534062007601,-0.002485922164494736,-0.00014654582562904182,-0.012611426879510331,-0.010836800122368926,-0.0013420183325367633
0.00357676863574239,-0.02977472791809724,0.001400991331281553,0.0008458241116632489,0.00021630834100246486,-0.00017185864162781318,0.0009677765395460796,-0.0014181283429842379,0.00240203837704683,-0.002129242408254618,8.964651895986243e-05,-0.005208208912342285,-0.012160064004170976,-0.0013015914646949923
0.0033809798648038376,-0.029272336739300575,0.0010068795667816475,0.0013958272876682502,-0.001245496395420557,-0.0020509000375614826,0.0006465525282254548,-0.0010968488409390552,0.001486294832991288,-0.0023841663261481654,-0.00032032206356731027,0.0036681446523778973,0.00386164444725821,0.0010829480196540059
0.003219429206986917,-0.031212970223750736,0.0010298194314833217,-0.0007172543404044322,-0.006164129844700839,-0.0009578983710036832,0.0021298074225711006,-0.0006068142455441647,-0.010632196769620832,0.006319686750578416,-0.001985997723505418,0.004074131688947917,0.01617019833047892,0.001132191618636506
0.003999577104201916,-0.0319958913566581,0.0004995490237018961,0.0002940858075104387,-0.001743885999321231,-0.0051830868138744764,0.004404884033242802,-0.0002836984667432965,-0.008451811812884957,0.008699229060666261,-0.0011617584349012684,0.010632194292948148,0.02958548220535196,-0.0007781935169923334
0.0034331495317939304,-0.02991305420725756,0.0009632412528843184,-0.0007429056105350339,0.005635241116601454,0.0019047801215770228,0.001082875443388577,0.002789833978072337,0.0029952442894428553,-0.002852420598847987,-0.00027109047702726896,-0.012615638423291685,-0.010707158914040003,-0.005276885084763627
0.003666884125768769,-0.030034620930865813,0.001156885875141668,0.00018101748488480777,-0.0015440233453354847,0.0012583465894678342,0.0011877364256296635,-0.0012970592624649525,0.0023146175335878707,-0.0022756378096130975,6.221446840190221e-05,-0.006161585378701801,-0.011894562618480181,-0.005411065422399504
