lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
3.669810696992071e-05,0.00033960787654245815,0.0030911877740529502,-2.9137717507191074e-05,-0.0003568161537569114,0.00035941984958093033,-7.76832685348533e-05,-0.0011581530760794545,-0.0003212717659559244,0.0,3.543520577490578e-05,0.00535682434149215
1.9616711690825796e-05,0.0003396078765425359,0.0011267179882854888,-3.5353835326212835e-05,0.00041200975870074873,0.005199424806932651,0.00016149986894392897,0.0013225235616310255,2.2510824478874648e-05,0.0,0.00013453570211940659,0.001619330564237953
3.4234452647985417e-05,-0.0008609208597075535,-0.001602928038164911,-3.535383532624614e-05,-0.0005505248083154223,0.0008219567174219733,5.418896600367651e-05,-0.004020832526559617,-2.268658637873122e-05,0.0,5.554405162690179e-05,0.006151748291083875
1.810849616104282e-05,0.00033960787654244704,-0.0010149053701377724,-4.187600996551355e-05,-0.0004290455227317219,0.0007991033658530406,0.0008502808379404314,-0.0025929186979955165,-1.258329361716326e-05,0.0,-3.59671018703045e-05,-0.01523492898279119
1.6880011939421346e-05,-0.000660149618658179,-0.002130191138038384,-4.18760099655302e-05,-0.00044801411960896655,-0.006219404389711153,0.0007782848310388446,0.001434729857705988,0.0003623089844468075,0.0,6.369729813645585e-05,-0.014931675391893643
9.78215203935595e-06,0.00033960787654239435,0.0005695044932375187,-4.187600996559959e-05,0.00036133553224567685,0.004965792807926586,-4.223768623408952e-05,0.0010102602338418725,3.288059514467423e-05,0.0,9.188777720040009e-05,-0.016987355437866086
4.5638693202385006e-05,0.00016409974735459852,0.004296214700549761,-3.535383532621561e-05,0.0005884414661234377,-0.003489852979164787,0.00029261761808242195,-0.00012118980558447346,3.0394228116212284e-05,0.0,7.152256889374765e-05,0.0051286121564615315
7.3251835961879456e-06,0.00020807319548960535,0.00288362531018829,-4.1876009965569064e-05,-0.00035085626002877843,0.00401477056502422,-0.0001447642825077061,-0.0024904964056004066,-0.0001579210220733096,0.0,0.0007404923274346858,-0.010873860533984253
-0.0005929879627258328,-0.0008458490025689241,0.000632149783478142,-3.535383532631276e-05,-0.0005524348032686117,0.00019247045539850794,0.00015399220936966883,9.56327049954464e-05,-2.9497194242131262e-05,0.0,0.00013453570211936772,0.0008370208729817474
2.855061204453946e-05,0.0003396078765425553,-0.0015149112849994623,-3.535383532617398e-05,-0.0003798592869189626,0.0008866848932389898,0.0008410716316940347,5.335626577577246e-05,2.7771886541519408e-05,0.0,8.488342235497826e-05,0.001257199436224224
1.9610025812108466e-05,0.00033960787654250255,0.0019408469003594608,-3.535383532622671e-05,0.0004123073568290392,0.00038745385742101066,-5.2646647073748e-05,4.359230794940827e-05,3.4361990954076546e-05,0.0,0.00013453570211949817,0.0005394141258996177
1.96167116908591e-05,0.00033960787654238876,0.0011258251939002372,-3.53538353263072e-05,-0.0003804544831752771,0.004937221623892365,0.0001554838133115938,7.723333106094965e-05,3.5102688858792976e-05,0.0,0.0001345357021194593,0.0007922371828915142
-1.4166604402929272e-05,0.0003396078765425303,-0.004294361588182807,0.0009505607166062358,-0.0004427350366369126,0.00558291312868707,0.00016417850264065781,0.0003096873694241276,4.135716116466792e-05,0.0,0.00011018503118381262,-0.01694932817339915
1.9616711690839673e-05,0.0003396078765424609,0.0011267179882855694,-3.5353835326279445e-05,-0.00037866889440581474,0.005215192308346844,0.00015691997292344162,0.001309358549134354,3.4361990954073775e-05,0.0,0.00013453570211922894,0.0009731828806927468
-0.0005906730641644237,-0.0012747928579922962,0.0026224210733847815,-4.187600996565233e-05,-0.0006169235899531639,0.004039433553809183,0.0008031803018608424,0.0009789771776918144,2.6878683926215285e-05,0.0,7.498317913131325e-05,0.01174270567970057
-0.001290425467408879,-0.0008458490025680526,0.0017776588127514815,-3.535383532616287e-05,-0.0005508224064432937,0.004925846633927172,0.00024360667784973644,-1.0818793079139799e-05,1.8021884588492743e-05,0.0,0.0001367974919622511,0.0065031899853409654
1.8995783701306057e-05,-0.0008609208597073648,-0.0043020209735824795,4.324656279699468e-05,-0.0009877347151160288,-0.006244650162875382,8.056094211339737e-05,0.00022547220470876816,-1.836855131682191e-05,0.0,0.00011301598080030174,0.0003375802775301029
1.7153057368943238e-05,-8.946254223835825e-05,-0.0009224479285392023,0.0009505607166059166,-0.00040487705207642167,0.005548504342395339,-6.128547084055802e-05,-0.00396443830035797,0.00027362739865735287,0.0,3.962781931457215e-05,-0.010383752304608269
3.6698106969934585e-05,-0.0004942328437819166,0.004275400087663528,-3.535383532616287e-05,0.0009478999426634383,-0.001998293346587546,0.00015368723602243728,0.0002379030555218653,2.8469164835520645e-05,0.0,9.173380128182917e-05,0.005168885431368855
-1.1095393848969959e-05,-0.0005048101020843603,7.631077645319507e-05,-4.187600996560237e-05,0.0008898997382628115,0.00026096220335567464,0.0002732985070112992,0.0002925137254063265,2.0754771803918605e-05,0.0,0.00012463545889594696,-0.018616390997599527
3.6698106969937363e-05,0.0003396078765425692,0.001283090607944301,-3.53538353261712e-05,-0.00037585594781327505,0.00015619455256442316,0.000253780167712353,3.213169130557858e-05,3.831212852043187e-05,0.0,0.00013679749196229273,0.008229059674375877
1.9616711690836895e-05,0.0003396078765425553,0.0008314831467288175,-4.187600996551355e-05,-0.0003801568850473558,-0.003300790441917806,0.00027677581554763354,0.0003113736653967664,2.2510824478863545e-05,0.0,0.00011891305881551185,-0.010177115158164548
1.592457314733564e-05,0.00033960787654242763,-0.0014908193572391564,-3.535383532630443e-05,-0.00037926409066247333,0.000911067857589315,6.0409722521689854e-05,4.8895237764012836e-05,4.135716116464294e-05,0.0,0.00013453570211931497,0.000637398685561133
4.563869320238223e-05,0.00033960787654251925,-0.004232400628453747,-3.535383532624614e-05,-0.0003775491087100569,-0.006206140714852487,0.0002847921699220851,-0.00015776407595273213,4.330497663625477e-05,0.0,7.485853990071845e-05,0.007449124363639201
-1.2323878070563676e-05,0.00033960787654249426,0.0007594520056763449,-4.1876009965502446e-05,0.0003589547472189258,0.004045772976576592,0.0001230070941036332,0.00030334745645318464,2.251082447889963e-05,0.0,0.00011018503118377098,-0.018610178550434182
3.239172631561149e-05,0.0003396078765424665,-0.0016068676572286362,4.3246562796850355e-05,-0.00037784670683809195,0.0009038278892385925,4.51978613721038e-05,-0.0004463022683048656,4.548020325471913e-05,0.0,0.0001367974919622178,0.006090382324035767
3.6698106969929035e-05,0.0001640997473546818,0.0042982164062020985,-2.9137717507199402e-05,0.0005964740992461554,-0.0019922013139454854,0.00014941582676722133,0.00028810236380582275,0.00010006541051070517,0.0,3.077700508126724e-05,0.0055378212602756076
3.669810696991516e-05,0.00033960787654242487,-0.0035923921373167134,0.0009570828912449425,-0.0003754608431847356,-0.004757353190274774,0.0002605714173962409,0.00022834554971429,4.092045946950118e-05,0.0,0.0001078815511854736,0.007533995302343746
3.6698106969937363e-05,0.00016302301036577317,0.002341143367999446,-3.535383532619341e-05,0.0005878178559853231,0.004227920560768747,0.00012764185008948826,0.0013146250670875049,3.4098427956325005e-05,0.0,0.00014104274658846837,0.005338867424508875
3.2391726315583735e-05,0.0003396078765424554,-0.0007665772759788414,-3.535383532624059e-05,-0.0003775491087096822,0.004937703164860941,-5.261452132656053e-05,-0.00038245415363319103,4.110936326350567e-05,0.0,0.0001367974919622733,0.005003442246503934
3.669810696992071e-05,0.00016356137886012478,0.002417303862812481,-3.535383532622949e-05,0.0005886822364893684,0.0039873468043324315,0.00011130361829353452,-2.7210488184886693e-05,3.317917147228899e-05,0.0,0.00011850023797906618,0.00776806284220864
-1.1095393848958856e-05,0.000339607876542411,0.0005702270336934073,-4.187600996554963e-05,0.00035954994347550673,0.004923515573621723,0.00016491920054495512,-0.0001132350662024495,3.2880595144696434e-05,0.0,0.00011018503118380152,-0.017943610422802417
1.9616711690825796e-05,0.00033960787654245815,0.0011261227920288275,-4.187600996548857e-05,-0.00037956168879014763,0.004939398481409044,0.00016265187063372878,7.792879276826426e-05,3.288059514466313e-05,0.0,0.00013453570211951205,-0.010154844163441932
3.669810696992626e-05,0.00033960787654246927,-0.008012142342329507,4.3246562796911415e-05,-0.00037963737423511723,-0.004866661829231842,2.7167930531582506e-05,-0.0010061548054766279,4.114225217033418e-05,0.0,0.00010821514828588951,0.007451624782868751
-5.840260281281262e-06,-0.0002915408101393735,-0.002993565931737549,-4.187600996548302e-05,-0.0006013234409529527,-0.006152830488667332,0.00039463596861408765,-0.0005064686545446006,1.3658417309395099e-05,0.0,4.824607912227163e-05,-0.016123742785851887
