lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
1.2810048506362026e-05,0.0,0.0017255119256304103,1.6610971773739493e-05,0.0,0.0007631915376525883,1.3056400474981134e-05,0.0010311595543077757,0.0,0.005773014117416616,0.0017090150658244374,-0.0014212146052296677
1.2810048506375904e-05,0.0,0.0017229165595503276,1.9206337853791556e-05,0.0,0.0037255333487542673,1.3056400474978358e-05,0.0010311595543074426,0.0,0.005773014117416592,-0.0004723450452613465,-0.0024261604908577318
1.2810048506350925e-05,0.0,-0.000729251792235569,1.7375683695716736e-05,0.0,0.0008221387445524586,1.3056400474906194e-05,-0.002172889959863608,0.0,0.005773014117416578,-0.00047234504526117436,0.0007485612155344156
1.281004850638423e-05,0.0,-0.002947412094106955,1.7375683695736167e-05,0.0,0.0008221387445525114,1.3056400474920072e-05,-0.0021728899598632777,0.0,0.005750608457801743,-0.0004723450452611161,-0.00456206680480567
1.2810048506375904e-05,0.0,-0.0006870743843457927,1.920633785378878e-05,0.0,-0.0033137566269412803,1.3056400474931173e-05,0.0010311595543072483,0.0,0.005773014117416595,-0.00047234504526116606,-0.004562066804805742
1.2810048506364802e-05,0.0,0.0017229165595506273,1.920633785376935e-05,0.0,0.003725533348754287,1.3056400474942276e-05,-0.0015258896592151767,0.0,0.005773014117416614,-0.00018291192448623427,-0.004562066804805334
1.2810048506375904e-05,0.0,0.001767689333519787,1.6610971773736714e-05,0.0,-0.003336987952303827,1.3056400474931173e-05,0.001031159554307348,0.0,0.005773014117416553,-0.0004723450452614714,0.0006831678846211331
1.2810048506392558e-05,0.0,0.001725511925630352,1.4780317615664672e-05,0.0,0.00376124923029299,1.3056400474947827e-05,-0.0021728899598635887,0.0,0.00577301411741655,-0.00018291192448644243,-0.004562066804805229
-0.00041419156837271267,0.0,0.001722916559550297,1.9206337853805434e-05,0.0,0.0007864228630138414,1.3056400474950602e-05,-0.0015258896592152654,0.0,0.005773014117416606,-0.00047234504526129096,-0.004138424721126258
1.2810048506362026e-05,0.0,-0.0007292517922351666,1.9206337853786003e-05,0.0,0.0007864228630140885,1.3056400474928398e-05,-0.001525889659215318,0.0,0.005773014117416581,-0.0004723450452610384,-0.0024261604908571406
