in1,in2,in3,in4
0.0022005508469088164,0.0003841810233824877,0.006508204742557852,0.006128329220023619
-0.002114254735265386,-0.0060188360329931495,-0.0021694015808525063,-0.007799691734575745
-0.002114254735265775,-0.012421853089369592,-0.010847007904263156,-0.007799691734575856
0.0022005508469091217,0.0003841810233825363,0.006508204742557845,0.02005635017462381
-0.006429060317440172,-0.012421853089369668,-0.01952461422767391,-0.0077996917345761405
0.01514496759343209,0.006787198079758326,0.006508204742557928,0.00612832922002373
-0.002114254735265275,0.00038418102338304283,-0.002169401580852201,-0.00779969173457544
-0.0021142547352660523,-0.01242185308936991,-0.028202220551085025,-0.04958375459837526
-0.002114254735265275,-0.006018836032993094,0.006508204742558102,0.006128329220023987
0.002200550846908983,0.0003841810233823767,0.015185811065968634,0.0061283292200235845
0.010830162011258054,0.0003841810233828069,0.006508204742558116,0.006128329220024063
-0.006429060317440116,-0.012421853089370015,-0.010847007904263732,-0.021727712689175935
0.002200550846908983,0.00678719807975843,-0.002169401580852673,-0.007799691734575787
-0.006429060317439617,-0.006018836032993011,-0.0021694015808522565,0.020056350174623865
0.002200550846909205,-0.012421853089369425,-0.0021694015808526174,-0.007799691734575814
0.0022005508469089274,0.006787198079758847,-0.010847007904263142,-0.007799691734575773
0.0022005508469090385,0.0003841810233824877,-0.0021694015808525757,0.006128329220023668
-0.006429060317439672,-0.006018836032993476,-0.010847007904263177,-0.007799691734575787
0.0022005508469092327,0.00678719807975884,0.006508204742558317,0.020056350174623976
0.010830162011257444,0.013190215136134026,0.015185811065968405,-0.00779969173457612
-0.015058671481788855,-0.02522788720212167,-0.02820222055108483,-0.021727712689175734
-0.006429060317439506,0.0003841810233827167,0.006508204742558109,-0.007799691734575738
0.0065153564290829635,0.006787198079758007,-0.002169401580853235,0.006128329220023501
0.015144967593432757,0.01959323219251105,0.0065082047425582615,0.006128329220023841
-0.0193734770639635,-0.018824870145745673,-0.01952461422767393,-0.007799691734576092
0.002200550846909094,0.006787198079758847,0.006508204742558074,0.006128329220023869
-0.0021142547352659413,0.00038418102338254323,0.006508204742557852,0.02005635017462344
0.00651535642908363,0.006787198079758895,0.006508204742558178,0.006128329220024084
-0.0064290603174401995,-0.012421853089369758,-0.002169401580852645,0.006128329220023633
-0.010743865899614069,-0.012421853089369217,-0.0021694015808524925,-0.021727712689175525
-0.0021142547352652197,-0.006018836032993288,-0.010847007904263337,-0.007799691734575606
0.006515356429082991,0.019593232192510412,0.006508204742557783,-0.007799691734576446
-0.006429060317439533,-0.006018836032993094,-0.010847007904263309,0.006128329220024084
0.0022005508469094825,0.013190215136135268,0.006508204742558338,0.006128329220024063
-0.006429060317440255,-0.01242185308936989,-0.0021694015808528047,-0.007799691734576175
-0.002114254735265997,0.00038418102338221016,-0.002169401580852645,0.006128329220023383
-0.002114254735265997,0.0067871980797581805,-0.0021694015808527145,-0.0077996917345760225
0.006515356429083657,0.00678719807975884,0.015185811065968849,0.006128329220024174
-0.015058671481789132,-0.025227887202122067,-0.010847007904263704,-0.007799691734576203
0.002200550846908539,-0.006018836032993871,-0.002169401580852659,0.006128329220023557
-0.01505867148178866,-0.01882487014574557,-0.028202220551084393,-0.007799691734575766
-0.006429060317440033,-0.006018836032993503,-0.0021694015808525827,-0.007799691734576092
-0.0021142547352660523,0.0003841810233823767,0.00650820474255806,0.00612832922002346
0.0022005508469087054,0.00038418102338234894,-0.0021694015808527284,-0.007799691734576175
-0.0021142547352654972,0.013190215136134595,0.006508204742557908,-0.007799691734575877
0.010830162011257444,0.013190215136134109,0.015185811065968308,0.006128329220023841
0.002200550846908983,0.0067871980797585135,0.015185811065968606,0.006128329220023973
0.006515356429083713,0.006787198079758805,-0.0021694015808525202,-0.007799691734575405
-0.006429060317439644,-0.006018836032992955,-0.0021694015808524786,0.006128329220024022
0.010830162011257777,0.025996249248886355,-0.0021694015808526868,0.006128329220023626
-0.0064290603174400884,0.0067871980797582915,0.006508204742558074,0.00612832922002355
0.0022005508469093715,0.0003841810233829318,0.015185811065969106,-0.007799691734575662
-0.006429060317439977,-0.012421853089369564,-0.010847007904263212,0.00612832922002389
0.0022005508469084833,-0.006018836032993816,0.006508204742557699,0.006128329220023536
0.0065153564290828525,0.006787198079758201,0.006508204742557845,0.02005635017462326
0.0022005508469087054,0.0003841810233823767,-0.010847007904263545,-0.007799691734576106
0.00651535642908363,0.019593232192511092,0.006508204742558234,0.02005635017462401
0.0065153564290830746,0.013190215136134262,0.006508204742557942,0.00612832922002364
0.006515356429083657,0.013190215136135053,0.006508204742558282,-0.00779969173457553
