median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
0.04274816534114581,0.040782641121800245,-9.88374240097796e-06,-0.004392359029958489,0.0023677367272204103,-0.00023526149153362853,-0.00044349497548461236,0.0004974384658805531
0.03397724537413122,-0.008753548029517475,-9.88374240100745e-06,0.014691526527939477,-0.00702693830555848,0.003402132204576829,-0.00044349497548458374,0.0018651502797307137
0.04274816534114581,0.040782641121800245,-9.88374240097796e-06,-0.004392359029958489,0.0023677367272204103,-0.00023526149153362853,-0.00044349497548461236,0.0004974384658805531
0.030068277871965414,0.04078264112180025,-9.883742400976225e-06,-0.004392359029958553,0.0023677367272204883,-0.00023526149153362333,-0.000443494975484569,0.0004974384658807743
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.001781482687753709,0.036053582515830365,-9.883742401030002e-06,0.010687737116647724,0.0023677367272205378,-0.00023526149153360425,-0.00044349497548460196,0.0004974384658809287
-0.01571105895653416,0.026735451804997513,-9.883742401041277e-06,0.010687737116647403,0.0023677367272205005,-0.00023526149153362593,-0.00044349497548453864,0.0004974384658807812
-0.0017814826877535564,0.03621977660206436,-9.883742400993573e-06,0.010687737116647436,-0.0018514533058382318,-0.00023526149153362506,-0.00044349497548462277,0.0004974384658809651
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877535564,0.03621977660206436,-9.883742400993573e-06,0.010687737116647436,-0.0018514533058382318,-0.00023526149153362506,-0.00044349497548462277,0.0004974384658809651
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.022930923104166546,0.026735451804997434,-9.883742401029134e-06,0.010687737116647392,0.0023677367272205005,-0.00023526149153362767,-0.000443494975484592,0.0004974384658807309
-0.015711058956533953,0.02673545180499768,-9.883742400951072e-06,-0.004392359029958447,0.002367736727220504,-0.00023526149153361726,-0.00044349497548450915,0.0004974384658810015
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.015711058956533953,0.02673545180499768,-9.883742400951072e-06,-0.004392359029958447,0.002367736727220504,-0.00023526149153361726,-0.00044349497548450915,0.0004974384658810015
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.018872911148065278,-0.0015736898560671669,-9.883742401011787e-06,-0.004392359029958525,0.0023677367272204606,-0.0002352614915336346,-0.00044349497548457637,0.0004974384658807032
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.015711058956533953,0.02673545180499768,-9.883742400951072e-06,-0.004392359029958447,0.002367736727220504,-0.00023526149153361726,-0.00044349497548450915,0.0004974384658810015
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.02984241659466752,0.026735451804997507,-9.88374240096495e-06,-0.00439235902995851,0.0023677367272204727,-0.0002352614915336346,-0.00044349497548458157,0.0004974384658806581
-0.02984241659466752,0.026735451804997507,-9.88374240096495e-06,-0.00439235902995851,0.0023677367272204727,-0.0002352614915336346,-0.00044349497548458157,0.0004974384658806581
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.001781482687753709,0.036053582515830365,-9.883742401030002e-06,0.010687737116647724,0.0023677367272205378,-0.00023526149153360425,-0.00044349497548460196,0.0004974384658809287
-0.015711058956533953,0.02673545180499768,-9.883742400951072e-06,-0.004392359029958447,0.002367736727220504,-0.00023526149153361726,-0.00044349497548450915,0.0004974384658810015
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.015711058956533953,0.02673545180499768,-9.883742400951072e-06,-0.004392359029958447,0.002367736727220504,-0.00023526149153361726,-0.00044349497548450915,0.0004974384658810015
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.03962981791236995,-0.0015736898560671409,-9.8837424009862e-06,-0.0043923590299585254,0.002367736727220478,-0.00023526149153364978,-0.0004434949754846024,0.0004299206544188267
-0.018872911148065278,-0.0015736898560671669,-9.883742401011787e-06,-0.004392359029958525,0.0023677367272204606,-0.0002352614915336346,-0.00044349497548457637,0.0004974384658807032
-0.033934981314441316,-0.004210292398853146,-9.883742400979261e-06,-0.0043923590299585705,0.0025143090683094034,-0.00023526149153362723,-0.0004434949754846102,0.0017976324682687948
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166116,0.027046489210925256,-9.883742401070768e-06,0.014691526527939678,-0.0018514533058380835,-0.00023526149153362073,-0.00044349497548460933,0.0004974384658809599
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0034941062279474147,-0.0051264655648485214,-9.883742400957143e-06,-0.004306769795594079,0.0025143090683094078,-0.000235261491533632,-0.0004434949754845924,0.0018651502797308855
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
0.030068277871965414,0.04078264112180025,-9.883742400976225e-06,-0.004392359029958553,0.0023677367272204883,-0.00023526149153362333,-0.000443494975484569,0.0004974384658807743
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.0017814826877536674,0.0360535825158302,-9.883742400971021e-06,-0.00439235902995852,0.0023677367272203747,-0.00023526149153363894,-0.000443494975484608,0.0004974384658805427
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.043687829868470814,0.026901645891231715,-9.88374240101916e-06,0.010687737116647594,-0.0018514533058382313,-0.0002352614915336359,-0.00044349497548456943,0.0004299206544191173
-0.013178074550136618,-0.007386618653528694,-9.883742401011787e-06,-0.004392359029958518,0.0023677367272204727,-0.00023526149153363807,-0.0004434949754845573,0.0006233559537561842
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.05344282940380787,0.026735451804997395,-9.883742400959745e-06,-0.004392359029958527,0.0023677367272204606,-0.001049795076382031,-0.00044349497548458894,-0.0003597359436835418
-0.0034941062279475257,-0.006357633782244044,-9.883742401012655e-06,-0.004392359029958534,0.002514309068309439,-0.00023526149153362506,-0.0004434949754846028,0.0018651502797308022
-0.033934981314441316,-0.004210292398853146,-9.883742400979261e-06,-0.0043923590299585705,0.0025143090683094034,-0.00023526149153362723,-0.0004434949754846102,0.0017976324682687948
-0.02102060400969776,-0.006455582684468129,-9.883742400992705e-06,-0.004392359029958461,0.002367736727220542,-0.00023526149153363807,-0.0004434949754844272,0.0006233559537563698
-0.013178074550136507,-0.004210292398853025,-9.883742401004848e-06,-0.0043923590299585,0.0025143090683094433,-0.00023526149153361726,-0.0004434949754846015,0.0018651502797308915
-0.033934981314441316,-0.004210292398853146,-9.883742400979261e-06,-0.0043923590299585705,0.0025143090683094034,-0.00023526149153362723,-0.0004434949754846102,0.0017976324682687948
-0.018872911148065278,-0.0015736898560671669,-9.883742401011787e-06,-0.004392359029958525,0.0023677367272204606,-0.0002352614915336346,-0.00044349497548457637,0.0004974384658807032
-0.013178074550136507,-0.004210292398853025,-9.883742401004848e-06,-0.0043923590299585,0.0025143090683094433,-0.00023526149153361726,-0.0004434949754846015,0.0018651502797308915
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.014109110519196933,-0.006455582684468285,-9.883742401011787e-06,-0.0043923590299585315,0.0023677367272204727,-0.000235261491533645,-0.0004434949754845642,0.0006233559537561807
-0.02984241659466752,0.026735451804997507,-9.88374240096495e-06,-0.00439235902995851,0.0023677367272204727,-0.0002352614915336346,-0.00044349497548458157,0.0004974384658806581
-0.03962981791236995,-0.0015736898560671409,-9.8837424009862e-06,-0.0043923590299585254,0.002367736727220478,-0.00023526149153364978,-0.0004434949754846024,0.0004299206544188267
-0.03393498131444126,-0.002979124181457568,-9.883742400979261e-06,-0.004306769795594094,0.0025143090683094416,-0.00023526149153362897,-0.00044349497548458244,0.0017976324682690828
-0.03393498131444126,-0.002979124181457568,-9.883742400979261e-06,-0.004306769795594094,0.0025143090683094416,-0.00023526149153362897,-0.00044349497548458244,0.0017976324682690828
-0.022930923104166213,0.026735451804997635,-9.883742401011787e-06,-0.004392359029958445,0.002367736727220511,-0.0002352614915336138,-0.0004434949754845972,0.0004974384658809911
-0.005958210402504088,-0.002979124181457517,-9.88374240095801e-06,-0.004306769795594089,0.00251430906830944,-0.0002352614915336138,-0.00044349497548441374,0.001865150279730895
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.04368782986847106,0.026735451804997562,-9.8837424009862e-06,-0.004392359029958522,0.002367736727220464,-0.00023526149153362723,-0.00044349497548456076,0.0004299206544189126
-0.0034941062279474702,-0.00953396003691949,-9.883742401012655e-06,-0.004392359029958503,0.0023677367272205135,-0.0002352614915336563,-0.00044349497548450134,0.0006233559537561807
