cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day
0.05729974290251883,0.09308148627586077,-0.042533966876041746,-0.010651305608020196,-0.25779729788232536,0.20908301913338395,0.03577865094020015
0.0792452060061169,0.04414897772303165,-0.07239742935604618,0.021388458041909274,0.06074026587730467,-0.14369926926811274,-0.032169619959421664
0.33485916446209696,0.4068057055290892,0.21923124282881756,0.02183456411224165,0.20750956970191048,-0.8906487157459442,-0.2017822870192338
-0.0158397825736636,-0.2202589688254098,-0.025983573483767827,-0.004011415877965363,-0.10210025863114684,0.13628155986172333,0.16753292810909123
-0.04843063963070299,0.23007814775708008,0.16466865404244727,-0.26430075502742745,0.24390156386960807,-0.3846052238761761,0.23025533228158943
0.25838872322648926,0.15823984911500233,0.012118639048568091,-0.08723234845506561,-0.30620577404011695,0.014472880136787648,0.04245994274790024
0.17038520126508955,0.06793061404713688,-0.006988964440618858,-0.03703722865929618,-0.03368711372051622,-0.022569227872325428,-0.12139250951736777
0.749637716355682,0.16245131867774734,-0.1442290497581044,-0.1793421112434254,-0.34707206062063567,0.06211957881575138,-0.2796914456176325
-0.06699277022933603,-0.009707938127015262,0.04210673010911414,-0.05786215966271679,-0.08111629162989317,0.034066791990680426,-0.10979384858043635
0.019940489546054332,-0.07300673433107359,-0.09184094969315207,-0.051576568993993904,0.08418781845598577,-0.07452379594387397,-0.09028085290119703
-0.1312639343699214,0.2766474866276081,0.0457714240273118,0.020331527048301483,0.1318887849102579,-0.07746631340385371,-0.25037793648910367
0.08640677818223301,-0.0779885312290883,0.039178650444714525,-0.12232693362190777,-0.02351709310495048,-0.09988784754851544,0.18828659761845865
-0.49848257485838454,-0.029234368792282268,0.43880155802982623,0.06864172575706627,-0.003847523500361561,-0.23832430120989828,-0.1962633055915123
-0.003498793632662159,0.16051766345709076,0.2692417074841389,0.06991888826694849,-0.3119975145118192,0.28032335531930175,-0.01658070915604236
0.3361478694121924,0.06666609654010427,-0.15520831983463795,-0.03273551529681032,-0.04388927495837869,-0.06205067194786841,0.03135808882146909
-0.5387184809989354,0.027099021458909515,-0.33757963598971075,-0.1520959833339593,0.05106758500210197,0.6596498257444945,0.3145790208916025
0.22360762589825225,-0.2421552191687048,-0.003731032357375777,-0.02749207335513401,-0.00040386206207093656,-0.006679052096753277,-0.03257582062688673
0.09586621611695784,-0.0331633063600507,-0.07574451125787546,-0.024993413900882732,0.2259321450567052,-0.05291218116509619,-0.17983186770044407
-0.6109194525654982,-0.15072174271220157,0.07148721477182202,0.027558714412681967,0.004942028708148301,0.4042929863487934,0.19813870154805718
0.13349074840284247,-0.09546659499039123,-0.06464969689962648,0.07987525405326601,0.004997030100889501,-0.055750852308187535,0.20330764301779475
0.20111596371821625,-0.4657223928488109,-0.15135275923080121,0.06982617071060006,0.13893751818679512,-0.11812513884955227,0.28073506573781026
1.3137916780806957,-0.3720963334308706,-0.11098970940621952,-0.43578159878187356,-0.0003633925755916652,-0.48351681477787967,0.19697959259412237
0.201586890300965,-0.02435040336369153,0.05453764596880252,-0.13383528398787406,-0.05954864715379152,-0.01575827849256653,0.048413191978027806
0.04799742117618455,-0.32549191861353205,-0.29552507773798486,-0.0546406227435189,0.05748574176679104,0.22996694983070648,0.17641062153682105
0.12748656532407257,0.26163431917481744,0.016702339490026877,-0.16943171457985412,-0.1717474247806118,-0.14605015982846217,-0.08243014440091483
0.13732682577227628,0.344835408396802,-0.01723699277772999,-0.035954642645976864,-0.001662937732000904,-0.3044971085391429,-0.1114084844167226
0.17729274339704465,0.04031888931302573,0.06356889379233685,-0.050496830218011976,-0.10766007669775718,0.033259251140215676,-0.18248849194102998
