buying,maint,doors,persons,lug_boot,safety
0.07766666666666666,0.07900000000000004,0.010000000000000044,0.0020000000000000295,0.11233333333333331,0.21899999999999994
0.25466666666666654,0.2673333333333334,0.050499999999999996,0.02116666666666662,0.38566666666666666,-0.47933333333333333
0.07766666666666666,0.07900000000000004,0.010000000000000044,0.0020000000000000295,0.11233333333333331,0.21899999999999994
0.08683333333333354,0.0875000000000001,0.0263333333333333,0.004833333333333328,-0.05433333333333333,0.3488333333333331
0.49233333333333323,0.5473333333333332,0.25100000000000017,0.12083333333333335,-0.17149999999999996,-0.74
0.08683333333333354,0.0875000000000001,0.0263333333333333,0.004833333333333328,-0.05433333333333333,0.3488333333333331
0.07950000000000024,0.0795000000000001,0.03816666666666688,0.00633333333333333,-0.0636666666666667,0.36016666666666663
0.07950000000000024,0.0795000000000001,0.03816666666666688,0.00633333333333333,-0.0636666666666667,0.36016666666666663
0.08600000000000008,0.08733333333333329,0.007666666666666683,-0.011999999999999927,0.10799999999999996,0.2229999999999999
0.27733333333333365,0.29066666666666685,0.03116666666666674,0.01083333333333334,0.36166666666666647,-0.47166666666666657
0.08600000000000008,0.08733333333333329,0.007666666666666683,-0.011999999999999927,0.10799999999999996,0.2229999999999999
0.09750000000000036,0.09816666666666676,0.009666666666666525,0.004499999999999976,-0.04499999999999994,0.33516666666666645
0.5345,0.5911666666666667,0.0415,0.17100000000000015,-0.135,-0.7031666666666666
0.09750000000000036,0.09816666666666676,0.009666666666666525,0.004499999999999976,-0.04499999999999994,0.33516666666666645
0.08650000000000058,0.08716666666666686,0.029500000000000005,0.0013333333333332975,-0.05900000000000001,0.35449999999999987
0.08650000000000058,0.08716666666666686,0.029500000000000005,0.0013333333333332975,-0.05900000000000001,0.35449999999999987
0.06916666666666665,0.07216666666666657,0.000666666666666621,-0.010333333333333306,0.13083333333333333,0.23749999999999996
0.20566666666666678,0.21633333333333335,0.0006666666666666557,-0.0600000000000001,0.6669999999999999,-0.5296666666666667
0.06916666666666665,0.07216666666666657,0.000666666666666621,-0.010333333333333306,0.13083333333333333,0.23749999999999996
0.057666666666666755,0.06066666666666657,-0.0036666666666667624,-0.03483333333333332,-0.06316666666666676,0.4833333333333333
0.1686666666666669,0.1943333333333332,-0.08949999999999998,-0.38566666666666655,-0.3155,-1.0723333333333331
0.048833333333333506,0.05116666666666667,0.009000000000000043,-0.03149999999999999,-0.07066666666666668,0.49316666666666664
0.13083333333333322,0.14849999999999988,0.049166666666666727,-0.3713333333333332,-0.3588333333333333,-1.0983333333333332
0.048833333333333506,0.05116666666666667,0.009000000000000043,-0.03149999999999999,-0.07066666666666668,0.49316666666666664
0.06566666666666665,0.06866666666666674,-0.011333333333333334,-0.0023333333333332984,0.13633333333333333,0.2429999999999999
0.1964999999999999,0.20583333333333345,-0.050666666666666894,-0.006666666666666682,0.6901666666666666,-0.535166666666667
0.05100000000000027,0.05400000000000003,-0.027333333333333397,-0.012000000000000066,-0.06266666666666669,0.4969999999999998
0.14916666666666673,0.16949999999999998,-0.2923333333333332,-0.13566666666666666,-0.30916666666666665,-1.0815000000000001
0.05100000000000027,0.05400000000000003,-0.027333333333333397,-0.012000000000000066,-0.06266666666666669,0.4969999999999998
0.0398333333333335,0.042166666666666554,-0.018666666666666665,-0.003000000000000058,-0.07516666666666669,0.5148333333333333
0.09700000000000014,0.1083333333333332,-0.18416666666666673,-0.006500000000000054,-0.38633333333333336,-1.1283333333333332
0.0398333333333335,0.042166666666666554,-0.018666666666666665,-0.003000000000000058,-0.07516666666666669,0.5148333333333333
0.07550000000000001,0.07849999999999999,-0.010333333333333444,-0.012999999999999956,0.12716666666666662,0.24216666666666656
0.2373333333333338,0.25033333333333363,-0.04133333333333334,0.011666666666666665,0.5489999999999998,-0.5070000000000001
0.07550000000000001,0.07849999999999999,-0.010333333333333444,-0.012999999999999956,0.12716666666666662,0.24216666666666656
0.08116666666666683,0.08416666666666647,-0.01533333333333356,0.016333333333333235,-0.03283333333333336,0.3664999999999999
0.46483333333333343,0.5178333333333335,-0.07350000000000007,0.3428333333333335,0.009833333333333312,-0.7618333333333333
0.08116666666666683,0.08416666666666647,-0.01533333333333356,0.016333333333333235,-0.03283333333333336,0.3664999999999999
0.048833333333333506,0.051833333333333266,-0.024500000000000105,-0.005166666666666708,-0.07583333333333345,0.5048333333333332
0.14333333333333334,0.1649999999999999,-0.2778333333333334,0.04616666666666661,-0.4931666666666667,-1.0835000000000001
0.048833333333333506,0.051833333333333266,-0.024500000000000105,-0.005166666666666708,-0.07583333333333345,0.5048333333333332
0.06400000000000011,0.06799999999999992,-0.010000000000000037,-0.003999999999999948,0.1376666666666667,0.24433333333333326
0.06400000000000011,0.06799999999999992,-0.010000000000000037,-0.003999999999999948,0.1376666666666667,0.24433333333333326
0.047000000000000375,0.05166666666666656,-0.02166666666666678,-0.016000000000000014,-0.0636666666666667,0.5026666666666666
0.047000000000000375,0.05166666666666656,-0.02166666666666678,-0.016000000000000014,-0.0636666666666667,0.5026666666666666
0.0355000000000002,0.03949999999999974,-0.013333333333333336,-0.0063333333333333575,-0.07550000000000007,0.5201666666666664
0.07083333333333341,0.08316666666666642,-0.059333333333333356,-0.04433333333333336,-0.3928333333333334,-1.1574999999999995
0.0355000000000002,0.03949999999999974,-0.013333333333333336,-0.0063333333333333575,-0.07550000000000007,0.5201666666666664
0.1964999999999999,0.20583333333333345,-0.050666666666666894,-0.006666666666666682,0.6901666666666666,-0.535166666666667
0.05100000000000027,0.05400000000000003,-0.027333333333333397,-0.012000000000000066,-0.06266666666666669,0.4969999999999998
0.14916666666666673,0.16949999999999998,-0.2923333333333332,-0.13566666666666666,-0.30916666666666665,-1.0815000000000001
0.07533333333333336,0.07833333333333334,-0.010000000000000148,-0.012666666666666604,0.12699999999999997,0.2419999999999999
0.23683333333333365,0.24983333333333338,-0.04066666666666675,0.012333333333333314,0.5484999999999999,-0.5068333333333335
0.07533333333333336,0.07833333333333334,-0.010000000000000148,-0.012666666666666604,0.12699999999999997,0.2419999999999999
0.08100000000000018,0.08399999999999982,-0.015000000000000152,0.016666666666666587,-0.03300000000000001,0.36633333333333323
0.04850000000000021,0.05149999999999997,-0.02400000000000005,-0.004666666666666708,-0.07583333333333339,0.5045
0.1408333333333334,0.16249999999999984,-0.276,0.047666666666666614,-0.4925,-1.0825000000000002
0.04850000000000021,0.05149999999999997,-0.02400000000000005,-0.004666666666666708,-0.07583333333333339,0.5045
0.06400000000000011,0.06799999999999992,-0.010000000000000037,-0.003999999999999948,0.1376666666666667,0.24433333333333326
0.18950000000000022,0.19916666666666674,-0.032333333333333325,-0.01966666666666672,0.7084999999999998,-0.5451666666666668
0.047000000000000375,0.05166666666666656,-0.02166666666666678,-0.016000000000000014,-0.0636666666666667,0.5026666666666666
0.12450000000000053,0.14583333333333326,-0.166,-0.17533333333333334,-0.3175000000000001,-1.1114999999999997
0.0355000000000002,0.03949999999999974,-0.013333333333333336,-0.0063333333333333575,-0.07550000000000007,0.5201666666666664
0.0355000000000002,0.03949999999999974,-0.013333333333333336,-0.0063333333333333575,-0.07550000000000007,0.5201666666666664
0.06883333333333297,0.07283333333333311,0.0016666666666666774,-0.002999999999999975,0.12649999999999997,0.23316666666666655
0.22399999999999975,0.23999999999999985,0.008000000000000014,-0.010666666666666741,0.5379999999999999,-0.49933333333333335
0.06883333333333297,0.07283333333333311,0.0016666666666666774,-0.002999999999999975,0.12649999999999997,0.23316666666666655
0.4724999999999998,0.5334999999999999,0.24016666666666683,-0.020166666666666666,0.01249999999999999,-0.7385000000000002
0.07883333333333309,0.08283333333333323,0.02233333333333335,-0.005333333333333384,-0.03583333333333338,0.3571666666666665
0.04499999999999993,0.048333333333333374,1.1102230246251565e-16,-0.010666666666666713,-0.07933333333333334,0.4966666666666667
0.1378333333333333,0.15683333333333335,-0.09033333333333335,-0.12966666666666674,-0.5033333333333335,-1.0713333333333332
0.2691666666666668,0.28516666666666657,0.02966666666666668,0.019999999999999914,0.3668333333333331,-0.4708333333333332
0.09450000000000025,0.09783333333333324,0.013499999999999769,0.0021666666666665946,-0.03883333333333334,0.3308333333333331
0.09450000000000025,0.09783333333333324,0.013499999999999769,0.0021666666666665946,-0.03883333333333334,0.3308333333333331
0.07600000000000051,0.07933333333333328,0.023499999999999945,0.016499999999999883,-0.06266666666666672,0.3673333333333333
0.07600000000000051,0.07933333333333328,0.023499999999999945,0.016499999999999883,-0.06266666666666672,0.3673333333333333
0.06716666666666643,0.07216666666666652,0.002999999999999975,-0.0046666666666666246,0.12783333333333333,0.2344999999999999
0.21699999999999983,0.2333333333333332,0.026333333333333327,-0.023666666666666752,0.5563333333333332,-0.5093333333333336
0.0748333333333332,0.08049999999999977,0.028000000000000004,-0.009333333333333305,-0.03683333333333337,0.36283333333333306
0.0748333333333332,0.08049999999999977,0.028000000000000004,-0.009333333333333305,-0.03683333333333337,0.36283333333333306
0.04066666666666685,0.04566666666666656,0.005333333333333329,-0.014000000000000012,-0.07966666666666669,0.502
0.11166666666666666,0.13166666666666657,0.03450000000000001,-0.16750000000000007,-0.5098333333333335,-1.1004999999999998
0.04066666666666685,0.04566666666666656,0.005333333333333329,-0.014000000000000012,-0.07966666666666669,0.502
0.1191666666666667,-0.028333333333333467,-0.0018333333333332702,0.000666666666666732,0.11016666666666666,0.3001666666666665
0.6188333333333333,-0.08250000000000021,-0.002333333333333458,0.0034999999999999545,0.6031666666666666,-0.6406666666666668
0.1191666666666667,-0.028333333333333467,-0.0018333333333332702,0.000666666666666732,0.11016666666666666,0.3001666666666665
0.052999999999999714,-0.02166666666666653,-0.0021666666666667334,0.0004999999999999449,-0.05833333333333336,0.5286666666666665
0.12683333333333302,-0.1615000000000001,0.0006666666666666973,0.006833333333333323,-0.31299999999999994,-1.1598333333333335
0.052999999999999714,-0.02166666666666653,-0.0021666666666667334,0.0004999999999999449,-0.05833333333333336,0.5286666666666665
0.10383333333333317,-0.14333333333333334,-0.0014999999999999666,0.005833333333333267,-0.30699999999999994,-1.1578333333333335
0.12616666666666693,-0.02233333333333329,-0.0021666666666666223,-0.015666666666666634,0.10783333333333331,0.3061666666666666
0.6361666666666663,-0.07016666666666668,-0.004666666666666756,-0.01783333333333334,0.5961666666666667,-0.6396666666666665
0.12616666666666693,-0.02233333333333329,-0.0021666666666666223,-0.015666666666666634,0.10783333333333331,0.3061666666666666
0.13433333333333308,-0.17033333333333345,-0.015166666666666606,0.004333333333333321,-0.3011666666666667,-1.1520000000000001
0.05166666666666664,-0.015333333333333171,-0.004000000000000031,-0.009666666666666657,-0.05200000000000003,0.5293333333333332
0.11450000000000027,-0.023333333333333345,-0.002333333333333326,0.0001666666666666483,0.11050000000000001,0.3004999999999998
0.04366666666666663,-0.010499999999999954,-0.0038333333333334108,-0.001166666666666677,-0.05916666666666672,0.5309999999999998
0.04366666666666663,-0.010499999999999954,-0.0038333333333334108,-0.001166666666666677,-0.05916666666666672,0.5309999999999998
-0.025000000000000355,-0.008333333333333325,-0.00333333333333332,0.001999999999999953,-0.29833333333333334,-1.1669999999999998
0.03283333333333338,-0.005666666666666514,-0.00250000000000003,0.0031666666666667065,-0.052333333333333384,0.5244999999999999
0.5948333333333331,-0.051500000000000164,-0.011000000000000065,0.001833333333333305,0.6108333333333333,-0.6450000000000001
0.11233333333333367,-0.02049999999999999,-0.004999999999999866,0.0005000000000000282,0.11133333333333331,0.3013333333333331
0.04049999999999987,-0.00633333333333333,-0.007000000000000034,-0.0005000000000000004,-0.05883333333333336,0.5321666666666665
0.05433333333333318,-0.021833333333333316,-0.0251666666666667,-0.007499999999999979,-0.3225,-1.1773333333333336
0.04049999999999987,-0.00633333333333333,-0.007000000000000034,-0.0005000000000000004,-0.05883333333333336,0.5321666666666665
0.029333333333333433,0.0001666666666665928,-0.004666666666666541,0.0014999999999998903,-0.053000000000000054,0.5266666666666665
-0.03350000000000042,0.013499999999999922,-0.013999999999999992,0.006499999999999916,-0.30316666666666675,-1.1693333333333333
0.029333333333333433,0.0001666666666665928,-0.004666666666666541,0.0014999999999998903,-0.053000000000000054,0.5266666666666665
0.12083333333333357,-0.01633333333333345,-0.005333333333333384,-0.015833333333333255,0.10916666666666666,0.30749999999999983
0.12083333333333357,-0.01633333333333345,-0.005333333333333384,-0.015833333333333255,0.10916666666666666,0.30749999999999983
0.047333333333333005,-0.011166666666666797,-0.006333333333333441,-0.007166666666666793,-0.05133333333333341,0.5286666666666664
0.07799999999999987,-0.13183333333333322,-0.018333333333333396,0.012666666666666652,-0.2865000000000001,-1.1540000000000006
0.047333333333333005,-0.011166666666666797,-0.006333333333333441,-0.007166666666666793,-0.05133333333333341,0.5286666666666664
0.038833333333333386,-0.000666666666666843,-0.008000000000000035,-0.011166666666666714,-0.051500000000000004,0.5324999999999999
0.03899999999999981,-0.004833333333333238,-0.03550000000000009,-0.015833333333333387,-0.3096666666666667,-1.1731666666666671
0.11133333333333373,-0.0195000000000001,-0.004999999999999977,0.000500000000000056,0.11133333333333337,0.3013333333333331
0.11133333333333373,-0.0195000000000001,-0.004999999999999977,0.000500000000000056,0.11133333333333337,0.3013333333333331
0.038833333333333275,-0.004666666666666597,-0.007000000000000117,-0.0005000000000000004,-0.05883333333333337,0.5321666666666665
0.038833333333333275,-0.004666666666666597,-0.007000000000000117,-0.0005000000000000004,-0.05883333333333337,0.5321666666666665
0.026833333333333265,0.001999999999999974,-0.005500000000000088,0.0026666666666666505,-0.051833333333333384,0.5258333333333332
-0.044666666666666965,0.025,-0.01316666666666668,0.00533333333333328,-0.3000000000000001,-1.1724999999999997
0.11183333333333373,-0.0195000000000001,-0.003999999999999976,8.326672684688674e-17,0.11083333333333331,0.3008333333333332
0.593333333333333,-0.04950000000000016,-0.009000000000000064,0.00033333333333330356,0.6093333333333333,-0.6445000000000002
0.11183333333333373,-0.0195000000000001,-0.003999999999999976,8.326672684688674e-17,0.11083333333333331,0.3008333333333332
0.039999999999999925,-0.005333333333333218,-0.006000000000000033,-0.0010000000000000564,-0.05933333333333342,0.5316666666666665
0.05283333333333312,-0.019833333333333314,-0.023166666666666696,-0.00899999999999998,-0.32399999999999995,-1.1768333333333336
0.039999999999999925,-0.005333333333333218,-0.006000000000000033,-0.0010000000000000564,-0.05933333333333342,0.5316666666666665
0.028000000000000025,0.0019999999999999463,-0.002833333333333299,0.0001666666666665928,-0.0526666666666667,0.5253333333333333
-0.04000000000000037,0.01816666666666663,-0.009000000000000057,-6.245004513516506e-17,-0.30166666666666675,-1.1675
0.028000000000000025,0.0019999999999999463,-0.002833333333333299,0.0001666666666665928,-0.0526666666666667,0.5253333333333333
