buying,maint,doors,persons,lug_boot,safety
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
-1.6653345369377348e-16,4.163336342344337e-17,-1.3877787807814457e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0
