Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure
-0.12375229944009333,-0.028693999676033855,0.007878236150136218,-0.01907614924479276,0.0035854953760281207,0.03259039178257808,-0.0007980916323140263,-0.0989440106996335,0.0
0.7607766249307315,-0.03700907940627076,0.19484796763281337,0.03755690280115232,0.1283142761362251,-0.11069721266860143,0.007832021564245223,-0.05616922081797384,0.0
0.589912509182177,0.011661970652639866,0.33342770879622546,0.04911830384051427,0.11261660379706882,-0.09462151240324601,0.00888793627731502,0.004874621137278154,0.0
0.7341778944755788,-0.0005249196290969849,0.38826552346814425,0.16419097413890996,0.07025117772980594,-0.10650594993261621,0.009688789611682297,0.04490867939894087,0.0
1.0154339838051236,0.033611756823956965,0.574979071971029,0.2175014634768013,0.07734443085966632,-0.1280264798155986,0.012132225539535284,0.03260124010033905,0.0
-0.6233613826823421,0.008015419417060911,-0.23339259611908347,-0.07023276124382391,-0.0949615656863898,-0.25376555423950775,0.00939079251140356,0.03256800721399486,0.0
0.798476876206696,-0.004066375764086843,0.38826552346814425,0.18303142344229856,0.06473080243333243,-0.1011172782885842,0.010233404291793704,0.07829941996489652,0.0
0.552657967065461,-0.018810086911544205,0.014923156335717067,-0.019912347157951444,0.011429113978520035,-0.016491881418041886,0.00024420587811619044,-0.09110115977237002,0.0
-0.9063045642737415,0.0277313198777847,0.6734540600748733,-0.03324552584381309,0.002976824496872723,-0.2605300269066356,0.008522335104644299,0.20477666727732868,0.0
0.9745954906751285,0.07122234738315456,0.26927536066505126,0.15264426868059672,0.06793071116204373,-0.1411787725216709,0.008267359021119773,0.10428315815166571,0.0
0.6914056604309008,0.27720769533189016,0.2631750705349259,0.014092623132746666,0.01231912697898224,0.6509298829524778,0.008808474228717387,0.19354441607603803,0.0
1.2103489310154691,0.24988276081508956,-0.14188704457134008,-0.03962276870617643,0.03207031656987965,-0.19440293233841657,0.008221832192502916,-0.011614103470928967,0.0
0.4188988687223173,-0.01536290040006861,-0.16842233894392847,0.019024401961360127,0.07398481887648814,0.445940704359673,0.00859072002582252,-0.004087312591727823,0.0
0.3548798944367445,-0.03312555260723457,-0.16759621885605155,0.009656419062521309,0.03478432830306701,0.6077255023084581,0.009239534186199307,0.041146926290821284,0.0
0.9669153175782412,-0.022668084800243377,-0.20600773254409432,-0.04981129181338474,-0.0057451101951301094,-0.17061065844260156,0.00961443961597979,0.0010029617790132761,0.0
-0.970637552216649,-0.001690503805875778,-0.2367289018817246,-0.04010174088180065,-0.08900214878609404,-0.3477787948423065,-0.7446554416837171,-0.01745800388045609,0.0
1.1392800066244673,-0.2484712530730758,0.3520102595246863,-0.20101367888506502,0.13674200869514608,-0.0922575306869112,0.0076379064610227945,-0.08479252530145459,0.0
0.5806470713065938,0.008120514508336783,0.33342770879622546,0.10899475349811837,0.10709622850059532,-0.09182726818835363,0.009489533556625247,-0.03529905714909546,0.0
1.0154339838051236,0.033611756823956965,0.574979071971029,0.2175014634768013,0.07734443085966632,-0.1280264798155986,0.012132225539535284,0.03260124010033905,0.0
0.798476876206696,-0.004066375764086843,0.38826552346814425,0.18303142344229856,0.06473080243333243,-0.1011172782885842,0.010233404291793704,0.07829941996489652,0.0
