Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure
0.05838095238095098,0.022047619047618122,-0.024285714285714174,-0.02509523809523803,0.0023095238095237856,-0.006857142857142898,0.011214285714285756,-0.12211904761904756,0.014404761904761879
-0.3601666666666683,0.14066666666666683,0.01999999999999982,0.07999999999999997,0.005214285714285692,-0.00028571428571431967,0.00895238095238093,0.007380952380952335,0.028238095238095267
-0.0777738095238098,0.027583333333333657,0.018678571428570965,0.012559523809523635,-0.0005357142857143823,0.0037142857142856943,0.0009166666666666629,-0.08960714285714291,0.03446428571428574
-0.08096428571428599,0.011321428571428566,-0.009654761904761607,0.030726190476190487,-0.007416666666666701,-0.001678571428571425,-0.004250000000000014,-0.0634166666666666,0.05533333333333336
-0.028059523809524603,-0.0656785714285714,0.022964285714285805,-0.03677380952380966,-0.0017738095238096063,0.007869047619047565,-0.0269166666666667,0.035988095238095194,0.022380952380952383
0.09661904761904763,-0.15395238095238092,0.006547619047618986,0.006523809523809505,-0.006761904761904809,0.011142857142857142,-0.0054523809523809585,-0.0365714285714286,0.011904761904761918
-0.1687499999999995,0.07934523809523858,0.027035714285714385,-0.2019642857142857,0.009916666666666563,0.023059523809523745,0.006940476190476174,0.12317857142857136,0.03123809523809521
0.07629761904761759,-0.04160714285714287,-0.008202380952381358,-0.02536904761904768,-0.0019166666666666794,-0.008964285714285739,-0.16117857142857128,0.07517857142857139,0.02576190476190483
0.035166666666665874,0.030714285714285472,0.003285714285714239,0.0021190476190474095,-0.0013095238095239565,0.004261904761904689,-0.003309523809523816,-0.16223809523809518,0.021309523809523827
-0.7441428571428573,-0.005452380952380801,-0.2928690476190477,-0.0020952380952381257,-0.05263095238095243,0.01378571428571421,0.0031428571428571174,0.057369047619047514,-0.04710714285714286
-0.04096428571428584,0.16004761904761855,0.040023809523809704,0.015523809523809527,-0.010666666666666654,-0.2651666666666669,0.001797619047619086,0.04697619047619046,-0.017571428571428613
-0.295190476190479,0.20230952380952316,0.07945238095238132,0.010119047619047673,0.010928571428571406,-0.05297619047619047,-0.037595238095238126,-0.024761904761904725,0.03771428571428567
-0.073869047619047,-0.02584523809523846,0.043523809523809465,-0.0002499999999999933,-0.0016071428571428313,0.03408333333333341,0.030797619047619077,-0.09029761904761907,0.01346428571428572
-0.0892380952380957,0.03799999999999984,0.048452380952380636,-0.005738095238095402,0.0021428571428570888,-0.007571428571428601,-0.029904761904761927,-0.05940476190476189,0.0332619047619048
-0.02878571428571397,-0.022761904761905313,0.026928571428571385,0.009523809523809438,-0.001166666666666663,0.003619047619047598,0.00792857142857142,-0.06511904761904758,-0.0001666666666667073
0.06071428571428436,0.08754761904761937,0.006523809523809841,0.030833333333333247,0.005619047619047517,0.06488095238095234,0.036690476190476176,0.6114047619047619,0.025785714285714294
-0.5528333333333337,-0.05083333333333314,-0.4201904761904761,0.029952380952380904,-0.02442857142857142,-0.014404761904761941,-0.004523809523809506,-0.04869047619047623,0.015952380952380954
-0.04123809523809596,0.05159523809523828,0.0004285714285714535,0.004261904761904786,-0.0023809523809523725,0.003023809523809491,0.01197619047619046,-0.13154761904761925,0.03388095238095235
-0.08254761904762055,0.046357142857141834,-0.012523809523809635,0.013285714285714413,-0.0027380952380952044,-0.0009047619047618579,0.01571428571428575,-0.10161904761904761,0.05497619047619042
-0.5043492063492078,-0.07136111111111125,-0.634563492063492,-0.00193253968253973,-0.12426587301587315,0.02373412698412694,-0.02526587301587304,0.3372817460317459,-0.06927777777777781
0.023857142857142855,-0.004285714285714217,-0.06907142857142885,0.013904761904761961,0.018785714285714197,-0.21785714285714283,-0.2728095238095238,0.4058333333333329,0.03164285714285716
0.04926190476190326,0.11957142857142883,0.011928571428571035,0.02809523809523834,0.057761904761904584,0.0034999999999999892,-0.02780952380952381,0.6399047619047611,0.047785714285714306
-0.060539682539682255,0.03784126984126981,-0.017825396825396796,0.0036746031746030146,0.03953174603174606,0.0007579365079364905,-0.009646825396825385,-0.06034920634920632,-0.0034444444444444583
-0.02017857142857213,-0.00865476190476212,0.027702380952381117,0.004773809523809472,-0.0035000000000000066,0.0017261904761904454,0.0024880952380952337,-0.07755952380952397,0.0032023809523809357
-0.11000000000000061,0.008619047619047528,0.054690476190476206,0.008595238095238088,-0.002285714285714391,-0.0032619047619047853,-0.001452380952380955,-0.04673809523809527,0.02183333333333333
