state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls
3.500862279906869e-05,-8.392777177505195e-05,0.00015886165667325258,-0.00016476869117468596,0.0,0.004285705918446184,-2.4870447814464568e-05,-0.006603806706843898,7.37407524138689e-05,0.005795923246769235,-0.0005168441834393889,0.0001573178102262318,0.00021456670598126948,-0.0015772598097100853,0.0002781633159611374,0.0023218147223815324,8.81958520039916e-06,-1.2499997392296791e-05,0.0003204720956273377,6.922008469700813e-07
0.0001801466173492372,0.000196408141637221,0.00015886165667325258,0.0007236442295834422,0.0,0.0036107500130310656,-2.4870447814464568e-05,0.00031670472701080145,-4.815139807760715e-05,0.0014220686140470208,-0.0004991264140699059,-9.680850896984339e-05,0.00036259109270758927,-0.0012301652133464814,-0.00021246314863674343,0.002008745111525059,8.81958520039916e-06,-1.2499997392296791e-05,-9.043691447004676e-05,6.922008469700813e-07
3.500862279906869e-05,-0.0002530683483928442,0.00012367648538202046,0.0005614452250301838,0.0,-0.0012987777590751648,-2.5988300330936907e-05,-0.005591092782560736,-4.815139807760715e-05,0.0001628106669522822,0.0035034573648590594,-0.0005372063722461462,0.001901808741968125,0.003570648111635819,-0.0004605304216966033,-0.0028863904997706415,-1.5970831736922264e-06,-1.2499997392296791e-05,-0.0004475488676689565,-1.2235715985298156e-07
0.00019853738835081457,0.00011810934636741877,0.00012149385176599026,0.00020359731046482922,0.0,-0.0029360997839830818,-2.5988300330936907e-05,-0.021914872203487902,-0.0009634520951658488,-0.0024076070240698754,0.009451237588655204,0.0002250402420759201,-0.003129475123132579,-0.0013964112394023688,0.000496175664011389,0.0018171925214119256,-1.5970831736922264e-06,-8.33333469927311e-06,0.00016084125032648445,5.05778007209301e-05
0.0001801466173492372,0.00018283346202224493,0.00012367648538202046,0.0005411573359742761,0.0,-7.538055535405875e-05,-2.4870447814464568e-05,0.00036108889849856496,-4.815139807760715e-05,0.001399858077056706,0.0031474937323946505,-0.0006768339313566685,-0.0026981911552138626,-0.0015025173488538712,-0.0004485258599743247,0.0008076321915723384,-1.5970831736922264e-06,-8.33333469927311e-06,9.118304820731283e-05,-1.2235715985298156e-07
0.00018119563348591326,0.00020186891313642264,-0.00019926288165152074,-0.0004123193211853504,0.0,-0.0014449711842462422,-2.4870447814464568e-05,-0.0005866392655298114,7.37407524138689e-05,0.0002139541698852554,-0.0011242032062727958,8.834341540932656e-05,0.0016048819897696376,-0.001438625919399783,-0.00045676698442548514,0.001909079411998391,-3.6804145202040673e-06,-1.2499997392296791e-05,0.00032685152720659974,-1.2235715985298156e-07
0.00023624757071956991,0.0003647984575945884,-0.0001479932980146259,0.0007669353857636452,0.0,0.008609048197395169,-1.2435223907232284e-05,-0.00019634963769931345,-3.8491027080453936e-05,5.021671735448763e-05,0.0032921075646299867,-0.0002984892489621416,-0.009736556424759329,-0.0014062216368620284,-0.00043476527556777,0.0020057875188649633,8.394157746806741e-05,-1.2499997392296791e-05,0.0008015531883575022,-9.083934128284454e-07
-5.924426252022386e-05,-0.000388585040345788,0.00012367648538202046,0.0006967607187107205,0.0,-0.0012667727703228593,-2.5988300330936907e-05,4.533581086434424e-05,7.37407524138689e-05,0.0014244277973193675,0.003147328606573865,-5.45082613825798e-06,-0.0025099028926342725,-0.0013157168764155358,0.0005086506530642509,0.0018837915267795324,-3.6804145202040673e-06,-1.2499997392296791e-05,0.00014658845495432615,-1.2235715985298156e-07
-0.0005413196701556444,0.00029323207680135964,9.867648361250759e-05,0.0006611572159454227,0.0,-0.0017987926921341569,-2.9101890977472066e-05,0.0007520757918246091,-0.00029849102720618247,0.004428534043254331,-4.668202600441873e-05,0.00018282121745869518,-0.010898069271934218,-0.001739964077132754,0.00026742166839540006,0.0026198599056806416,-1.2713158503174782e-06,-1.2499997392296791e-05,-0.00010611425386741757,-1.2235715985298156e-07
-0.0005876696691848337,-0.00021302146720699966,0.00015886165667325258,0.000619745566509664,0.0,0.005049543264321983,0.00018019750714302064,-0.005866590555524453,7.37407524138689e-05,0.004577510542003438,-0.0005177050607744605,-0.0005572095373645425,0.00019592442200519144,-0.0020053791906684635,0.0002781633159611374,0.001339015410048887,8.81958520039916e-06,-1.2499997392296791e-05,-0.0004136273334734142,6.922008469700813e-07
