cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0.0,-0.137,0.0020000000000000018,0.036,0.0010000000000000009,0.0040000000000000036,0.012000000000000005,-0.06599999999999999,-0.009999999999999993,-0.03,-0.009999999999999998,-0.018000000000000006,0.004000000000000002,-0.028000000000000004,-0.012,0.0,0.008000000000000007,0.0020000000000000026,0.009000000000000003,-0.071,-0.014000000000000009,-0.092
0.0010000000000000009,0.202,0.0010000000000000176,0.031,-0.013000000000000017,0.0020000000000000018,0.05600000000000001,-0.05799999999999998,0.002999999999999986,0.020000000000000007,-0.02899999999999999,-0.011000000000000005,0.004999999999999999,0.007000000000000001,0.031000000000000028,0.0,0.004999999999999999,0.010999999999999992,0.006000000000000005,-0.05600000000000001,0.07499999999999998,0.301
0.0030000000000000014,0.095,0.003999999999999995,-0.11500000000000002,0.008000000000000012,0.0029999999999999944,-0.38199999999999995,-0.10799999999999998,0.028000000000000004,-0.053000000000000005,-0.158,0.10499999999999998,0.007999999999999998,0.025000000000000012,0.017000000000000008,0.0,0.0040000000000000036,0.009000000000000005,-0.015000000000000008,-0.07099999999999998,0.054000000000000006,0.12900000000000003
-0.002000000000000001,-0.046,-0.017000000000000005,-0.05600000000000001,-0.004000000000000008,0.009999999999999995,0.027999999999999997,-0.192,0.004000000000000005,0.021,-0.032,0.033000000000000015,-0.006000000000000003,-0.02799999999999999,-0.022,0.0,0.009000000000000008,0.006999999999999992,-0.006,-0.027999999999999987,-0.047,-0.036000000000000004
-0.0010000000000000009,-0.12100000000000002,-0.0029999999999999914,0.027000000000000003,-0.0010000000000000009,0.0020000000000000018,0.014000000000000009,-0.05199999999999999,-0.007000000000000006,-0.026999999999999996,0.0020000000000000018,-0.007000000000000001,0.0009999999999999968,0.010999999999999994,-0.004000000000000002,0.0,0.006,0.0030000000000000035,0.0010000000000000037,-0.05700000000000001,-0.05,-0.147
0.0029999999999999944,0.041999999999999996,0.007000000000000004,0.149,0.002999999999999997,-0.0010000000000000009,0.033999999999999996,0.30599999999999994,0.02699999999999999,0.15499999999999997,-0.16,-0.051000000000000004,0.010000000000000004,0.016000000000000014,0.04000000000000001,0.0,0.004000000000000001,0.0010000000000000065,0.041999999999999996,-0.03799999999999999,-0.021999999999999992,0.023000000000000003
0.0020000000000000018,0.209,0.0010000000000000009,-0.024,-0.008999999999999998,0.002999999999999997,0.05599999999999998,0.10299999999999998,0.01100000000000001,-0.023000000000000003,0.041000000000000016,-0.028000000000000004,0.01100000000000001,0.003999999999999998,0.024999999999999994,0.0,0.004999999999999999,0.008000000000000007,-0.007000000000000001,0.07400000000000001,-0.008000000000000002,0.136
-0.0030000000000000027,-0.016000000000000018,-0.0020000000000000018,0.06899999999999999,-0.005999999999999986,0.004000000000000003,0.021,-0.16699999999999998,-0.03499999999999999,0.005000000000000002,0.07300000000000002,-0.038,0.011,-0.007999999999999997,0.019000000000000013,0.0,0.009000000000000003,-0.4029999999999999,-0.064,0.071,0.24299999999999997,-0.193
0.0,-0.19099999999999998,0.018000000000000002,-0.032,0.024,0.0010000000000000009,0.013000000000000001,-0.083,0.002000000000000001,0.013000000000000003,-0.008000000000000007,0.018,-0.0019999999999999914,-0.018,-0.018999999999999996,0.0,0.007000000000000002,0.0070000000000000045,-0.020999999999999998,-0.049000000000000016,-0.074,-0.015999999999999993
-0.0010000000000000009,-0.32300000000000006,-0.017000000000000005,-0.030999999999999993,0.020999999999999998,0.000999999999999998,0.019000000000000006,-0.12000000000000002,0.009000000000000011,0.025999999999999995,0.002999999999999989,0.022000000000000016,-0.008000000000000004,-0.009999999999999997,-0.094,0.0,0.008000000000000007,0.003000000000000004,-0.0010000000000000065,-0.021000000000000005,-0.018999999999999993,0.123
