is_converged?,n_adj
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
true,3.5381710443607095
