1,2,3,4,5,6,7,8,9,10,11,12,13
0.14588410932878862,0.0,0.0,0.042772772024903906,0.056028448072145985,0.049710539692820944,0.06390199302006762,0.026160859264469923,0.0164207688117487,0.026993086713247034,0.0,0.09760882968338132,0.12219114555535995
0.07469367952615255,0.0,0.0,0.1141633028543264,0.00851196353275943,0.05969287468362543,0.057181933758555674,0.027425215187704487,0.0,0.010608837687903723,0.008356650663555731,0.06462439562588755,0.22241369864646304
0.08244659598244906,0.0,0.0266787962961596,0.020138426553313327,0.020610668824580652,0.058590120941749584,0.07359111022620723,0.029582165937385843,0.0,0.029904719853008688,0.0,0.06910774305139673,0.23702220450068343
0.1146122375794536,0.0,0.0,0.02669605459820568,0.020746540429798836,0.08230595569564325,0.06794419310852765,0.02112904078832678,0.01519713237954845,0.03613263543482232,0.0,0.06845293954765312,0.1944558226049543
0.10100789589906185,0.018055508546375713,0.06568135521153032,0.0,0.06547299674652737,0.05876130526751644,0.06973266014382941,0.0,0.0,0.007499401900523228,0.014990710855952999,0.05712503585554764,0.04648853888292618
0.10673602012671236,0.0,0.0,0.03978784835835704,0.02600648042085884,0.0700674881489928,0.07406110127817656,0.017785943154661643,0.0,0.029862442945620633,0.017192345111592088,0.048430546303760355,0.21774233631820164
0.14583129926365712,0.0,0.0,0.054664231674382814,0.0,0.0321888391198605,0.046485755098280304,0.023566111422639265,0.017179613492905744,0.020888717479599795,0.016036030805554158,0.08192932870650659,0.20890262510354762
0.11158560114867032,0.0,0.022657666634112717,0.028865923547049078,0.04855806556496222,0.046647238184394514,0.05060603270701422,0.025121644471182977,0.0,0.020610277759173123,0.0,0.08818716866523565,0.2048329334851391
0.2043120172906249,0.0,0.0,0.06161154005677525,0.0,0.05810797679829817,0.06488564934587095,0.028531601181872198,0.01037964025776239,0.02232874685767536,0.018131282114448168,0.04529477820065729,0.13408932006294935
0.1340978927088149,0.0,0.0,0.044858464821799164,0.0,0.06959037432109402,0.06511561531816755,0.03530359759830343,0.013281725485032094,0.04271372983107184,0.011689397097475851,0.08192966123335221,0.149092093751823
0.10389526271083813,0.0,0.0,0.022658913469961132,0.015982708779450405,0.05301339112922681,0.06538324531955668,0.019983940629526718,0.021015722514068552,0.025766178060090735,0.0,0.052761537717556824,0.2672116518366579
0.12933776025997612,0.0,0.0,0.03333919858068166,0.0,0.015137532288682053,0.04667758862615249,0.02981658577913462,0.007194152706666013,0.019555498119510958,0.025085551791432747,0.04596561968284256,0.29556306433185464
0.09672982543402281,0.0,0.0,0.034464388173753316,0.0,0.04248095289562459,0.055376823914170516,0.026810618806755608,0.00815403348102528,0.023230958560143653,0.017785852647762522,0.04542712009927862,0.297211978154397
0.18413930317693905,0.00773961104051335,0.0,0.06964021423742611,0.0,0.06105226028534648,0.07951130609018578,0.0,0.012975104696872715,0.023994844096608584,0.019344616043999858,0.03246022342452098,0.1568150690745212
0.1135690758746462,0.0,0.0,0.050361314210452875,0.0,0.059836988458608985,0.06757065094889322,0.022332300896403878,0.019771736290034647,0.032933178542560025,0.01697038629048353,0.047188840745999605,0.21713807990885098
0.07740953945315913,0.0,0.030665224325507865,0.031299039685814864,0.029591532259124143,0.06182751599422293,0.06675096835276077,0.0,0.0,0.0332448148531994,0.03129146472614331,0.05327283658112487,0.23231961593587672
0.1149226065573935,0.0,0.022777019686165967,0.0,0.04831700983757191,0.06305860890358622,0.08289169897068183,0.024133709913148442,0.0,0.03042684460342374,0.02807953089234894,0.03961744566956182,0.19344807713305162
0.1171712959262265,0.01799975069841973,0.0,0.0,0.03522138495579701,0.06882213344160937,0.0964573394179811,0.01692236756714216,0.0,0.034680018948031896,0.03110981153408292,0.044804322923952,0.18448412675369139
0.09826756518764204,0.0,0.0,0.02673228420528094,0.020914560542337406,0.062186263899411585,0.08126022667125661,0.016801450294143816,0.0,0.030992530180299686,0.022473258132383583,0.03632297134594162,0.25172144170823674
0.13463566764256396,0.0,0.0,0.057799495153720376,0.05291029506714586,0.06201195698676732,0.07559941223393125,0.03905055309331341,0.0,0.02811814042107443,0.023624049636185473,0.0909393504616367,0.0829836314705953
0.1738977554070665,0.0,0.0,0.041354245599846476,0.07002133158203894,0.07311314159025062,0.07021733079111551,0.029193020674207027,0.017506312568719373,0.026124084223587397,0.0,0.09706032101493142,0.04918500871517071
0.04866352842219954,0.055690046281124686,0.0513986452029656,0.0272101880756947,0.02339946446971225,0.036618071285139504,0.049260527574066015,0.054941584623793886,0.0,0.0,0.0,0.1015449506549527,0.056088402720142254
