COMPACTNESS,CIRCULARITY,DISTANCE CIRCULARITY,RADIUS RATIO,PR AXIS ASPECT RATIO,MAX LENGTH ASPECT RATIO,SCATTER RATIO,ELONGATEDNESS,PR AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWS RATIO
0.021167694592549084,0.01620197342376798,-0.05710520095669627,0.14520370952130818,-0.01686444536168096,0.00197632786546925,0.23950673343709522,-0.05103105536596232,0.09608556284311523,0.03852985568120924,0.009181424328211195,-0.30092460990966896,-0.026929490038259986,0.002572205136746052,-0.0011005648176867337,-0.010466871239034918,-0.05233677030481262,0.04270050768816772
-0.053278153724763015,0.2782001391181643,-0.042626821764248354,0.2889073037522726,-0.04187721667663742,0.0019642733393314122,0.13897770073453258,-0.08415783835525487,-0.0501678055936428,-0.10806049945135955,-0.030853767226191268,0.0012655649289158581,-0.17612104953716548,0.009309721966472376,0.02042318626939085,0.002570966832482357,-0.017637552586763947,-0.01118927906687079
-0.18677694437906694,0.2782001391181643,-0.03704982807507499,0.2681599210770646,-0.015203830258397102,0.010892788518110642,0.1559107133126053,-0.08415783835525487,-0.0501678055936428,-0.11509111099666616,-0.03276303500008925,0.0014229921502594968,-0.057474017948823355,0.012439040274530315,0.0382444657365731,-0.003377285479173482,-0.03878569717520981,-0.020097940744315618
0.03365600998638344,0.07476332314823053,0.01174232866289747,0.05978976274406801,0.0018046823449768602,-0.000768571947682494,-0.04191116569167765,-0.00613569873901594,-0.016295212411990428,0.13839125269514232,-0.0007613309777105846,0.0824356821031759,-0.165391715838337,0.014443921152497043,-0.017405228783415976,-0.011175049266033223,-0.36587502558710217,0.30489660752779263
-0.0037237785136826863,0.13691562254872042,-0.107199210584025,-0.058799571352645776,-0.04959282219467351,-0.0061083965021610466,-0.03285708197738917,0.3796271439967238,-0.08020208115658767,-0.09767584009930332,-0.008224583836004974,0.17091813105567522,0.00858324239047077,0.0018947426274009162,-0.029087877584312485,0.02695786304296757,-0.050176838589211736,0.015808249142230384
-0.06541440742060887,0.39190591804929426,-0.040767823867857246,0.15923616203222207,-0.006312701452317025,0.010892788518110642,0.210943004191342,-0.10324124841313581,-0.06867991097875088,-0.1713360033591173,-0.03276303500008925,0.0019252599516891996,-0.1516937195042715,-0.003207551265759395,-0.004526604984664297,0.003892800679516989,0.011969849837060382,0.0012828472815520162
0.08360927156172063,-0.09116050107108002,-0.09152896576649314,0.18994434830938636,-0.029310530499452862,0.00197632786546925,0.3500637652376845,-0.06599617424161111,0.152275950470668,-0.12790580600867935,0.008329188159132183,-0.4674880471290432,0.10870697605161148,0.006529443808663053,0.015204099148042518,-0.005509625050046797,-0.05233677030481262,0.06142880053385514
-0.16250443698737524,0.2782001391181643,-0.0482038154534217,0.21110461872024233,0.020360684965923297,0.010892788518110642,0.22364276362489655,-0.10324124841313581,-0.06867991097875088,-0.13618294563258534,-0.03467230277398723,0.0021051767760819295,-0.0749221108294619,0.010874381120501353,-0.022347884451846548,0.002570966832482357,-0.01340792366907466,-0.01475274373784872
-0.016297251588953805,0.035722423331922146,0.02321691693282978,-0.09476880761474749,0.0391429377582925,-0.002141021854258366,-0.19267075451066307,0.03127709845010601,-0.07248560003954319,0.08846055418817578,-0.004170275654026621,0.27279389606817483,-0.05518708714031652,-0.00402319264978229,0.047813427079501016,0.005113045354927747,0.09237319367162876,-0.12585412792301953
-0.035029724679705276,0.035722423331922146,0.05764068174262662,-0.1517114387995743,0.04536598032717842,-0.002141021854258366,-0.3032277863112525,0.061207336201403596,-0.12867598766709593,0.09678233727267019,-0.008715535222448008,0.40763096429338236,-0.029755249748465638,-0.0013850335351709487,-0.013329062791983667,0.005821223381926049,0.18884650298925593,-0.14458242076870695
0.008679379198714853,-0.022838926392540353,-0.007381985120323007,-0.005287530038591112,0.0142507674827487,-0.002141021854258366,0.018392669835916656,-0.013618258176840365,-0.016295212411990428,0.005242723343231367,0.0034998498676844588,0.008407487783454256,0.07197209981893798,-6.59539778652891e-05,0.023356431130907133,0.005821223381926049,0.02001821168340775,-0.05094095654026937
0.0802206369295408,-0.2145249029167319,0.007566121438311899,-0.07935873873267109,0.029251813772003463,-0.0024999842500582027,-0.06421845020234092,0.030342621992030708,0.023880615946789415,0.09582723536252646,0.008286222138717218,-0.0006685409333059841,0.1484134780427116,-7.823295770145542e-05,-0.022347884451846548,0.0012491329854477265,0.01619947875474967,0.0030645796170409817
-0.11395942220399205,0.39190591804929426,-0.0482038154534217,0.17479669903862807,0.011469556159843219,0.010892788518110642,0.25327553563652394,-0.11278295344207628,-0.08719201636385888,-0.21351967263095586,-0.04135473998263012,0.0023225762722231436,-0.09934944086235586,-0.0016428921117304185,0.006166162695645053,0.007527843758862223,0.003510592001682034,-0.01118927906687079
-0.02254140928587092,0.04548264828599926,0.007917465906253387,0.06792442434190044,0.0018046823449768602,-0.002141021854258366,0.10884842312730794,-0.02858337705248916,0.039895175215562476,0.08013877110368138,0.0043520860367634705,-0.11056639594467028,-0.07214164540155044,0.009167602923274383,-0.0255575607662806,-0.011883227293031526,-0.02821844297540583,0.08015709337954256
-0.18677694437906694,0.2782001391181643,-0.040767823867857246,0.1021808596753998,0.047034071384163705,0.010892788518110642,0.2067097510468238,-0.10324124841313581,-0.06867991097875088,-0.10102988790605316,-0.030853767226191268,0.0019177634173395026,-0.04700516222044011,0.010874381120501353,-0.00096234909122785,-0.0023859100938975085,-0.004948665833696313,-0.0058440820604038456
-0.11395942220399205,0.3161020654285413,-0.040767823867857246,0.19035723604503418,-0.006312701452317025,0.0019642733393314122,0.12627794130097805,-0.0746161333263144,-0.031655700208534754,-0.10102988790605316,-0.024171330017548336,0.0011306273106213112,-0.12028715231912213,0.007745062812443413,-0.004526604984664297,-0.0023859100938975085,-0.01340792366907466,-0.0058440820604038456
-0.13823192959568353,0.3540039917389178,-0.0482038154534217,0.2681599210770646,-0.015203830258397102,0.015357046107500263,0.24057577620296927,-0.11278295344207628,-0.08719201636385888,-0.1853972264497303,-0.03467230277398723,0.0023075832035237497,-0.08190134798171732,0.009309721966472376,-0.022347884451846548,0.0019100499089650417,-0.004948665833696313,-0.009407546731381824
-0.12609567589983792,0.2782001391181643,-0.031472834385901614,0.3044678407586787,-0.07744173190095792,0.006428530928721027,0.2067097510468238,-0.10324124841313581,-0.06867991097875088,-0.11509111099666616,-0.04135473998263012,0.0019627426234376847,-0.08190134798171732,0.003051085350356497,-0.022347884451846548,0.0012491329854477265,0.003510592001682034,-0.0022806173894259147
0.002435221501797672,0.055242873240076366,-0.037980887173475794,0.10046307073322999,0.0018046823449768602,-0.000768571947682494,0.10884842312730794,-0.036065936490313526,0.039895175215562476,0.08846055418817578,0.003215771144658121,-0.12114185227605904,-0.06931588569134478,0.007848523365968713,-0.013329062791983667,-0.007634159131041708,-0.10057342496362684,0.09888538622523048
-0.15036818329152937,0.39190591804929426,-0.04448581966063947,0.2577862297394605,-0.050768345482717504,0.010892788518110642,0.16861047274616,-0.09369954338419534,-0.0501678055936428,-0.15024416872319812,-0.03467230277398723,0.001520447096805558,-0.1412248637758884,0.003051085350356497,0.009730418589081503,0.0019100499089650417,-0.004948665833696313,-0.0022806173894259147
0.06808438323369508,-0.025015271364848535,0.007566121438311899,-0.05861135605746307,0.020360684965923297,-0.006964241839447818,-0.05575194391330455,0.020800916963090273,0.023880615946789415,0.04661295454538151,0.010195489912615199,-0.0005635894524102251,0.05070415791113575,0.001486426196327521,0.009730418589081503,-0.004038202402690797,0.003510592001682034,0.004846311952529947
-0.1018231685081462,0.16449436018703462,-0.027754838593119387,0.2059177730514403,-0.006312701452317025,0.0019642733393314122,0.08817866300031425,-0.06507442829737393,-0.031655700208534754,-0.058846218634214804,-0.016534258921956452,0.0007408075244370634,-0.0016401207307798877,0.017133017736617233,-0.0116551167715372,-0.0023859100938975085,-0.03878569717520981,-0.01831620840882665
-0.11395942220399205,0.39190591804929426,-0.05006281334981284,0.3200283777650848,-0.05965947428879767,0.015357046107500263,0.210943004191342,-0.10324124841313581,-0.06867991097875088,-0.14321355717789172,-0.042309373869579114,0.0019777356921370785,-0.13424562662363296,0.003051085350356497,-0.01521937266497365,0.0012491329854477265,-0.0007190369160071392,-0.007625814395892811
-0.010053093892036624,0.08452354810230765,-0.015031710633611235,0.07199175514081664,-0.010641402792795043,-0.0035134717608342383,-0.05196180494627665,-0.00613569873901594,-0.016295212411990428,0.188321951202109,0.0006590626374210965,0.09301113843456478,-0.10322500221381263,0.009167602923274383,0.011127933156610205,-0.013299583347028129,-0.1729284069518472,0.15507026476229274
0.096097586955555,-0.09116050107108002,-0.05710520095669627,0.141136378722392,0.0018046823449768602,0.004721227678620997,0.5309752718204671,-0.0809612931172599,0.2084663380982209,-0.18615828760014042,0.010317739220316544,-0.7239428631652222,0.11718425518222843,0.002572205136746052,-0.017405228783415976,-0.0062178030770451,0.02001821168340775,0.06142880053385514
-0.003808936195119508,0.04548264828599926,-0.007381985120323007,-0.0012201992396750072,0.0142507674827487,-0.000768571947682494,-0.05196180494627665,-0.00613569873901594,-0.016295212411990428,0.12174768652615352,0.0012272200834737713,0.09829886660025916,-0.05801284685052217,0.0012531255794403816,-0.005176730809119042,0.0036966893009311406,0.04413653901281454,-0.06966924938595728
0.009369068594323824,0.24225231057877,-0.18718576301444864,0.05066078247183869,-0.015246973003930141,0.0024878341496981982,0.5064229941598121,0.18386529141468494,0.036778477696762193,-0.25789477930668964,-0.03200506549734405,-0.3454964417435633,-0.008399566877113433,-0.019496766449663555,-0.00905896009559148,0.011082111391182366,0.009447103856850577,0.04648668518744648
0.00815159715637601,-0.11228840136222686,0.10317865580416206,0.21830185686097286,0.008207669873710754,0.006617429544007837,0.019893601510291587,-0.32208661570147207,0.04950478863843283,0.07005395473691352,0.00762676166290329,-0.10195551794467711,-0.0060084543783519365,0.008364595501452823,-0.020443634617206243,0.029458592453261406,-0.24211010095231697,0.2134113634201167
0.002435221501797672,0.07476332314823053,-0.01885657339025532,0.0028471315592412012,0.0142507674827487,-0.002141021854258366,-0.07206308345547463,0.0013468606988084274,-0.016295212411990428,0.13839125269514232,-0.001045409700736922,0.12473750742873119,-0.08909620366278435,0.006529443808663053,0.011127933156610205,-0.0062178030770451,-0.05233677030481262,0.023972214842480303
-0.003808936195119508,0.055242873240076366,-0.026506298903543484,0.09232840913539758,-0.004418360223909123,0.0006038779588933781,0.09879778387270861,-0.02858337705248916,0.039895175215562476,0.13006946961064791,0.0034998498676844588,-0.09734707553043409,-0.05518708714031652,0.005210364251357382,-0.0255575607662806,-0.007634159131041708,-0.0764550976342194,0.06142880053385514
0.07112095616788627,-0.06187982620884874,-0.09152896576649314,0.03131844715165466,0.0391429377582925,0.0033487777720451225,0.45057015778367476,-0.07347873367943551,0.2084663380982209,-0.12790580600867935,0.010601817943342882,-0.607612843519945,0.1313130537332567,-6.59539778652891e-05,0.007051767165177892,0.002280333246934535,0.02001821168340775,0.023972214842480303
0.096097586955555,-0.09116050107108002,-0.06475492646998444,0.17774235591263773,-0.023087487930566943,0.0033487777720451225,0.5309752718204671,-0.0809612931172599,0.2084663380982209,-0.177836504515646,0.010317739220316544,-0.7503815039936943,0.11435849547202277,0.002572205136746052,0.03150876311377176,0.008653935489919261,-0.004100115645999039,0.04270050768816772
0.08360927156172063,-0.0033184764843861873,-0.07240465198327267,0.11673239392889483,0.00802772491386278,0.00197632786546925,0.3299624867284865,-0.06599617424161111,0.152275950470668,-0.011400842825757438,0.008329188159132183,-0.4384055422177238,0.02958570416585308,0.007848523365968713,0.007051767165177892,0.005113045354927747,-0.10057342496362684,0.09888538622523048
-0.017592279878550506,0.3706545953378353,-0.1250322169111454,0.010731101705857489,0.0025233918025153123,0.0040825996302739625,0.3429288878935287,0.11161959734211722,0.036778477696762193,-0.3146581203132976,-0.01855002114588214,-0.2562362518339276,-0.023732489870132784,-0.013618344404538865,0.01748744311493302,-0.054731193805494543,0.004802510023590716,0.04648668518744648
-0.010509707468001936,0.1515746827787761,-0.08849895579396391,-0.23452242826859887,0.042887965114741286,-0.0061083965021610466,-0.032197698433793165,0.3796271439967238,-0.08020208115658767,-0.09053840202116645,-0.008903927214529607,0.169612515510219,0.008398537368080609,0.0009704779311077845,0.022777580218324944,-0.028058183983496847,-0.07759587606965523,0.015808249142230384
0.052388483077134854,0.01620197342376798,-0.04180574993011988,0.12486705552672725,0.0018046823449768602,0.00197632786546925,0.14905098014570392,-0.04354849592813795,0.039895175215562476,0.03852985568120924,0.0043520860367634705,-0.18195072618154468,-0.06366436627093348,0.011805762037885713,-0.0011005648176867337,0.002280333246934535,-0.1729284069518472,0.19252685045366758
0.10858590234938922,-0.09116050107108002,-0.08387924025320498,0.1574057019180568,-0.004418360223909123,0.0033487777720451225,0.571177828838863,-0.0884438525550843,0.2646567257257735,-0.2277672030226127,0.012590369004527232,-0.7926833293192496,0.10588121634140582,0.002572205136746052,-0.0011005648176867337,-0.0012605568880569803,0.02001821168340775,0.09888538622523048
0.096097586955555,-0.10092072602515707,-0.08387924025320498,0.18994434830938636,-0.035533573068338785,0.0033487777720451225,0.541025911075066,-0.0884438525550843,0.2646567257257735,-0.2028018537691292,0.010317739220316544,-0.7636008244079302,0.11435849547202277,0.003891284694051712,0.015204099148042518,0.0036966893009311406,0.02001821168340775,0.04270050768816772
-0.010053093892036624,-0.04235937630069458,-0.007381985120323007,0.08419374753756516,-0.004418360223909123,-0.002141021854258366,0.10884842312730794,-0.036065936490313526,0.039895175215562476,-0.05300975824822945,0.005772479651895158,-0.12378571635890624,0.1313130537332567,0.003891284694051712,-0.021481394774848287,0.007237579435922656,-0.02821844297540583,0.005243921996792885
-0.0290056463330713,-0.1766229766063552,-0.007305861732817072,0.1021808596753998,0.0025784273537631415,0.0019642733393314122,0.01621335954350485,-0.026907608181612044,0.005368510561681374,0.0606741776359944,0.0006491510431253147,7.361596731402554e-05,0.1484134780427116,0.018697676890646206,-0.01521937266497365,-0.0010640762468628778,-0.051474583928277445,-0.02722487008627153
-0.017592279878550506,0.11385002581970469,-0.01108404905508925,0.03818275723246954,-0.0010306811587737998,0.0040825996302739625,0.28843085247143446,0.07549675030583336,0.020718007086822386,-0.16328921096234278,-0.016756015232353903,-0.22251573564584304,-0.0026497207547311755,0.0020574477157936396,-0.035605363306115974,-0.0016559476791421946,-0.0026288401096250854,-0.02865343095605525
0.0074031147544660275,0.012886654945527966,0.0038481256455296714,0.05031240298737957,0.029251813772003463,0.0019642733393314122,-0.009186159323604393,-0.01736590315267161,0.005368510561681374,-0.0026013262717634548,0.0006491510431253147,-0.00012129392577809826,-0.012108976459163015,0.017133017736617233,-0.022347884451846548,-0.00073361778510422,-0.04724495501058816,-0.023661405415293595
0.05863264077405204,-0.013078701438463299,-0.09152896576649314,0.11673239392889483,0.00802772491386278,0.00197632786546925,0.3299624867284865,-0.058513614803786716,0.152275950470668,-0.01972262591025184,0.008045109436105846,-0.4172546295549461,0.05501754155770406,0.009167602923274383,0.002975601173745579,-0.018256829536016254,-0.10057342496362684,0.19252685045366758
0.009848079394955822,-0.02433403998189251,0.047077891433978857,0.22506042828081707,-0.02647262536731978,0.006617429544007837,0.010002848356351438,-0.11157248779201323,0.02788697700592943,0.005817012033681496,0.003324253598913905,-0.058870204944621474,8.681136052336838e-05,0.007440330805159683,0.0011669728005593522,0.006952027760616867,-0.21469106347187347,0.23536726500654906
0.007303356037086099,-0.009674979751836758,0.05175295513149411,0.0020275714259535517,0.07756826035577181,0.0151013135747871,0.01461853316152351,-0.14665817577692317,0.04950478863843283,0.016523169150886897,0.0042300447702800946,-0.07453759149009624,-0.001021418773817596,-0.003650845550357859,-0.003155148682993768,-0.015554536932027662,0.0046612363716752635,0.037764150728662134
-0.008813225229422132,0.09293844185855325,-0.051098446213841756,-0.18721242832968846,-0.02647262536731978,0.010859371559397465,-0.036153999695369206,0.41471283198163367,-0.10181989278909101,-0.0512824925914135,-0.014112226449885185,0.20290571191935294,0.00618207709939868,0.00651606610886656,-0.003155148682993768,-0.013053807521733825,0.0046612363716752635,0.19145546183368498
0.005606873798506286,-0.02433403998189251,0.07045320992155518,0.29264614247926074,-0.08427311743570404,0.006617429544007837,0.010002848356351438,-0.11157248779201323,0.02788697700592943,0.005817012033681496,0.0028713580132308154,-0.06148143603553395,-0.00046730370664711384,0.009288860197745948,0.009811215767665587,0.006952027760616867,-0.21469106347187347,0.2573231665929808
0.008999838275665912,-0.009674979751836758,0.04240282773646357,0.18450899976175103,-0.02647262536731978,0.010859371559397465,0.008024697725563417,-0.07648679980710356,0.02788697700592943,0.005817012033681496,0.0010597756704984417,-0.04777247280824351,0.0004562214053036899,0.007440330805159683,0.022777580218324944,0.006952027760616867,-0.15985298851098648,0.19145546183368498
-0.005420260752262507,0.01964314070827466,-0.03239819142378068,-0.16693671407015534,0.008207669873710754,0.010859371559397465,-0.017691260474680944,0.2743700800419944,-0.03696645789158082,0.0022482929946130653,-0.00686589707895569,0.09323400610102946,-0.00028259868425695313,4.6213234814660486e-05,0.018455458734771824,0.034460051273849074,0.169175461254337,-0.05005945561706487
-0.018143877541611095,0.1808928032388876,-0.13057452907160133,-0.18721242832968846,-0.07271301902202723,0.010859371559397465,-0.06252934143920957,0.5550555839212727,-0.16667332768660123,-0.09767584009930332,-0.023396585956388598,0.36676046287411,0.015786738263687036,0.011137389590332211,-0.020443634617206243,0.02195640422237989,-0.15985298851098648,0.2573231665929808
0.006455114917796197,0.03430220093833033,0.028377636643917816,0.08988899988393001,0.01976776828738756,0.010859371559397465,0.00736531418196741,-0.04140111182219361,0.02788697700592943,0.009385731072750036,0.0021920146347061734,-0.0432028183991467,0.0015644515396446544,0.0018947426274009162,0.027099701701878063,-0.023056725162909172,-0.07759587606965523,0.059720052315093884
0.005606873798506286,0.00498408047821891,0.05175295513149411,0.3129218567387937,-0.09583321584938097,0.006617429544007837,0.010662231899947456,-0.11157248779201323,0.02788697700592943,0.009385731072750036,0.0035507013917554526,-0.06148143603553395,0.001933861584424976,0.007440330805159683,-0.0074772701665468885,-0.02055599575261534,-0.18727202599142997,0.23536726500654906
