Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
-0.009399826695516821,0.03999892836698564,-0.00013152430110494607,-0.004357418524450623,-0.008562308901819051,-0.002041062171338126,0.018182538095788913,-0.009224526427860837
-0.00905543897562893,0.007363059079943923,0.002040662308136234,0.004708799228537828,0.00962729496677639,-0.0027951629366725684,0.002447598786384333,-0.008926700815063669
-0.011132173179867096,0.025244939071126283,-0.004374060885747894,0.0043222608146606945,-0.010337914226474822,-0.007606271649128757,0.013827035963477102,0.010506727111933288
-0.006788903813867364,0.007116222468466731,0.003473533241485711,0.0004990009791799821,-0.010616799863055349,-0.002392217266606167,0.03878060010029003,0.00197845512884669
0.012147794010015787,0.0005962248510331847,-0.019742340582015457,-0.0058505538295139554,0.00795848452093196,-0.0009683482001128141,0.06429761191335275,0.008156622092647012
0.0018568088234314929,0.011833639952092198,-0.0007540901063475758,-0.004709051779936999,0.009332390864437911,0.0012976280093425884,0.02710816384496866,-0.010407516585109989
0.010316501980560134,-0.017067348274576944,-0.006647119441913674,-0.006795830730407033,0.008623997882532422,0.00010034031496616081,-0.029296817968279355,0.004161641174869146
0.023922670903630205,0.006204530029935995,-0.02297314160023234,-0.007386390414685593,0.009082736116979503,-0.00492357032810105,0.03308192893076921,-0.00784387787382002
0.0056439707725076,0.000466662741091568,-0.0010348273745330516,-0.006600775532715489,0.0722057352765114,0.0018847446303698234,-0.027596818828824324,0.010746967069426318
-0.0030415065804118057,-0.01340210060319805,0.010093863256188343,0.007804842975165229,-0.007473925852464163,-0.02964012924087001,-0.019807399287237785,0.0016846814407472266
0.0026080290232494007,0.009485223377268995,-0.004839496972126653,-0.004998884746746626,0.00841220999660436,-0.0036895121145062147,0.02333601057063788,-0.011092759284802014
-0.027315044486385887,0.04559158146206755,-0.001005597596813459,0.005599739955796395,-0.009530384432364371,0.002440034877799917,0.024035534449285478,0.005634796457597986
0.017113753630546853,-0.007692596006818348,-0.005091208361845929,-0.0020657958291121757,0.009654005243792198,-0.0014888470893492922,-0.01372330295293068,-0.007719026086706435
0.006548219431424513,0.023031613164348527,-0.002688483280071523,0.0025808481147396377,0.03078811854655214,0.002048540863324888,0.0022560259969031903,0.013651355003676145
-0.006883981351056718,0.035475729702739045,-0.0009293513960437849,0.001981572537624743,0.009114311988523695,0.0015337271682801655,0.02293410941631009,-0.017071151151612868
