is_converged?,n_adj
false,1.1661682231300636
false,1.0922958533632807
false,1.050136172462908
false,0.9679041465089449
false,0.7956077902438967
false,0.6877006720181811
false,0.7103968859786639
false,0.521935499430727
false,0.5553752129852413
false,0.47515294317681034
false,0.512436137269626
false,0.3066097446363662
false,0.3661677080687723
false,0.34094515613998905
false,0.31127156563553815
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
true,0.24814006215985243
