is_converged?,n_adj
false,4.853433453552767
false,4.847638827253427
false,4.874577518492321
false,4.883699732203789
false,4.823123726622713
false,4.773852527909324
false,5.054583975298984
false,4.793947420620843
false,4.916977626405204
false,4.8114203747570885
false,4.925932775248192
false,4.766213451862537
false,4.8726036596144615
false,4.8608741213710775
false,4.6588876619078885
false,4.7045318947448775
false,4.887987686788551
false,4.623367743930625
false,4.851475980634197
false,4.852743278808186
false,4.83331876713484
false,4.804032674361392
false,4.809214737257334
false,4.899274204497333
false,4.828891209934328
false,4.788758193575641
false,4.851049874173611
false,4.904512503498307
false,4.730409212153638
false,4.739086783736884
false,4.884468731628975
false,4.852663718409155
false,4.797593551432589
false,4.769377949669682
false,4.97376265834684
false,4.876685158429579
false,4.832267946162467
false,4.767306845171957
false,4.83825809476686
false,4.843928457163746
false,4.881736190932587
false,4.858968373894994
false,4.897336084582538
false,4.876874840845434
false,4.933090869576672
false,4.896743508913896
false,4.9719543528367085
false,4.807486207199849
false,4.808880799579537
false,4.837924707701586
false,4.843261797927111
false,4.894246845108914
false,4.761242369305247
false,4.790466047362595
false,4.923246144772514
false,4.927861832780693
false,4.622959295043474
false,4.623611628464865
false,4.8246727129080105
false,4.800507845208653
false,4.903160649357408
false,4.908363710359299
false,4.736295661125011
false,4.787711457462977
false,4.75296597700249
false,4.836461891195818
false,4.797113254111225
false,4.710039287728405
false,4.889314545044773
false,4.874392713439367
false,4.88176827961311
false,4.679352737208304
false,4.751114467569843
false,4.914939294984935
false,4.818070921707125
false,4.834888097590936
false,4.739394057598924
false,4.877888860517256
false,4.906477419357742
false,4.793172924663795
false,4.705353123242818
false,4.964829941300526
false,4.858642484403137
false,4.881795767901241
false,4.783333638447888
false,4.804603422833653
false,4.954850451554304
false,4.8753624530754385
false,4.799960880109429
false,4.838624244810855
false,4.958688509517768
false,4.685800755476211
false,4.926827521270308
false,4.915295967273657
false,4.783748886936161
false,4.796032984369696
false,4.752012047035014
false,4.714284065044717
false,4.9037594307878285
false,4.761932939721987
false,4.8945937542286435
false,4.891223195330701
false,4.819150038039488
false,4.911841978501686
false,4.831511346506574
false,4.9256171341617625
false,4.896488591417598
false,4.761213561061434
false,4.817038124180767
false,4.791266644106403
false,4.8452954077700525
false,4.802767657179424
false,4.836619339078775
false,4.84256307136632
false,4.952934358327512
false,4.802739348244063
false,4.755839996154399
false,4.851538823470876
false,4.78018589760476
false,4.731307232155871
false,4.824501993949259
false,4.828617294920536
false,4.669142520765241
false,4.787234092254376
false,4.933852821733149
false,4.909079696503634
false,4.813799444301471
false,4.694148201244142
false,4.8165432662897185
false,4.914836279339322
false,4.772807984217723
false,4.916445173037464
false,4.872174912083634
false,4.838240376932061
false,4.810678013669896
false,5.020372376102594
false,4.677981489999748
false,4.887482726344439
false,4.938753589209983
false,4.805611963008152
false,4.852036069632418
false,4.774353107484599
false,4.937621309274453
false,4.905285153371602
false,4.78167640338026
false,4.916093310565926
false,4.8407403898783175
false,4.943854419785094
false,4.766482621502906
false,4.8917021940527485
false,4.861842951457858
false,4.853676220106243
false,4.7380510953205155
false,4.824794897462243
false,4.975037472139549
false,4.778901361203593
false,4.837950991424623
false,4.903703415696314
false,4.667211723930786
false,4.729302242889131
false,4.793742053529069
false,4.787345947944322
false,4.750005660926194
false,4.8747157723025785
false,4.686936986835567
false,4.787482593239662
false,4.890065920669369
false,4.751540076211952
false,4.707437756068588
false,4.8217676902768165
false,4.989061755238226
false,4.784398979429406
false,4.925355551659096
false,4.929888769670718
false,4.833485563371458
false,4.796444962371886
false,4.906180733285198
false,4.78272314793613
false,4.674223108339987
false,4.9803531041867775
false,4.748883173959243
false,4.833148128486814
false,4.9510084348826755
false,4.97657955071748
false,4.703898505741963
false,4.8010645090766815
false,4.9441976830922085
false,4.855516109525182
false,4.776096548256789
false,4.797721165469645
false,4.858916348470102
false,5.036037505991867
false,4.8860257051940685
false,4.93175637749674
false,4.741768187863524
false,4.93644538074052
false,4.785358314046716
false,4.813844922262772
false,4.8855652123400635
false,4.716157813901221
false,4.935178400594218
false,4.81871343666476
false,4.621779982270975
false,4.93741583473865
false,4.8097814002076555
false,4.8061921874146
false,4.798692649391677
false,4.866550232001693
false,4.811517882613222
false,4.7745714574240425
false,4.823625748331929
false,4.782848332645489
false,4.772653088703328
false,4.762314786858399
false,4.902132399411965
false,4.856333864037304
false,4.866213519408244
false,4.812113416220924
false,4.9779275514420505
false,4.953649539552176
false,4.827535889318494
false,4.712703368864628
false,4.968425847906218
false,4.871610927949666
false,4.780626917594461
false,4.774897876520595
false,4.8099350648688475
false,4.890527404193734
false,4.979752279498729
false,4.861912223553137
false,4.8921015934707635
false,4.894041640459679
false,4.887529030581767
false,4.79804128708794
false,4.822101000194303
false,4.765999013945261
false,4.941971021991306
false,4.751012259658306
false,4.83786575553071
false,4.6174980107789425
false,4.871192686093951
false,4.754741387753557
false,4.8202596789057255
false,4.904506068114227
false,4.8510282145170605
false,4.831793406615919
false,4.774487823422913
false,4.776585031521792
false,4.711874795285186
false,4.795753069167637
false,4.843128561206658
false,4.8270600342862044
false,4.758622527461275
false,4.798884505172542
false,4.946661582262941
false,5.010702026168556
false,4.77400826976653
false,4.636927389716437
false,4.8302260732281015
false,4.768133783085759
false,4.7304018999998005
false,4.798664981696151
false,4.843125431588918
false,4.902163683172809
false,4.894732282857206
false,4.741508393004337
false,4.750440977773636
false,4.742020705831708
false,4.955896976586632
false,4.919295746048223
false,4.770947297012206
false,5.056535145607155
false,4.759166177523177
false,4.983051335637544
false,4.742952213439028
false,4.809420739907852
false,5.02587434937095
false,4.940773535119377
false,4.795585969384869
false,4.755246184962211
false,5.013532405165268
false,4.868112308021032
false,4.956577009873154
false,4.793887822792492
false,4.806849629973359
false,4.957698505010882
false,4.8504275108484025
false,4.908652492425318
false,4.915705484641173
false,4.79309704832017
false,4.8049982410634495
false,4.942768508818204
false,4.95567804919762
false,4.945912646064778
false,4.721372182021269
false,4.850539825286275
false,4.892916558263304
false,4.727228059859904
false,4.8056436238992015
false,4.820207305653553
false,4.852110834286287
false,4.892867941726974
false,4.82835331255866
false,4.785386480771878
false,4.758621719727196
false,4.7318063697627615
false,4.846884285423843
false,4.865817814144387
false,4.778463051485363
false,4.809044688789053
false,4.762157816265324
false,4.909516009153587
false,4.920409496441591
false,4.768426454658705
false,4.90826624074596
false,4.820998479274638
false,4.925865570084641
false,4.769608684644185
false,4.950421921441193
false,4.974139816685457
false,4.832555358772399
false,4.844967645043714
false,4.730117076973062
false,4.820444016767544
false,4.84489966310453
false,4.745375101604968
false,4.783409744413805
false,4.840165747594755
false,4.899078057725596
false,4.771168875073543
false,4.86465426054675
false,4.769618644821485
false,4.742213515564974
false,4.8524502160330245
false,4.923961923809791
false,4.891317973214524
false,4.848856268252818
false,4.796514281301299
false,4.780076952008999
false,4.753893889622021
false,4.757097535132677
false,4.781405196111078
false,4.830983084449262
false,4.931044271257252
false,5.094690318762629
false,4.931206409427986
false,4.839806040733264
false,4.949831136892645
false,4.78108638037644
false,4.833888241012987
false,4.829809862213511
false,4.864042648246504
false,4.755838539286222
false,4.77993116304476
false,4.926145727159927
false,4.952128599965971
false,4.989059374252073
false,4.748117700982815
false,4.764298439532603
false,4.9594940668977205
false,4.852254095915357
false,4.819184830866016
false,4.751188275326205
false,4.849489673645501
false,4.74479984462236
false,4.723321292516496
false,4.792418422235864
false,4.697080929020734
false,4.771542709600516
false,4.846753278042801
false,4.7669663725951805
false,4.887069886489707
false,4.893020159122065
false,4.935323888931281
false,4.919033218898989
false,4.728053203839212
false,4.882777229531794
false,4.732884286662177
false,4.949977670515194
false,4.677175405036588
false,4.7416906341348515
false,4.8629250876461825
false,5.00402351479938
false,4.882756201460713
false,4.909117640304252
false,4.9563171542559425
false,4.808502373251509
false,4.7899805480285105
false,4.725680888368816
false,4.823665353127828
false,4.792609703233437
false,4.827520743849338
false,4.867289826468326
false,4.919654213264761
false,4.851734602548947
false,4.734351780211458
false,4.864904922663549
false,4.845538693332807
false,4.849828670315482
false,4.875846015602612
false,4.856530577828754
false,4.710288955593656
false,4.8552323831228525
false,4.785862849681311
false,4.992613906298137
false,4.80418611701573
false,4.635261304505729
false,4.835327784711805
false,4.932839298407251
false,4.89867784908353
false,4.9115704500592985
false,4.820913884402728
false,4.848980760618688
false,4.89706238375102
false,4.753000802442995
false,4.765556095391433
false,4.657743557997113
false,4.973099826700236
false,4.733520998483407
false,5.028790797325279
false,4.94053808485857
false,4.79824563536531
false,4.79999105416717
false,4.955643903684121
false,4.744620614904586
false,4.781000895656067
false,4.758582779627402
false,4.839410085632198
false,4.720770299117156
false,4.886611082775025
false,4.820575883535258
false,4.783702914798548
false,4.5490482050066205
false,4.737485170903021
false,4.769828036511608
false,4.775247921217973
false,5.06665937603475
false,4.8094190501063165
false,4.91305364517094
false,4.782898564135885
false,4.9127384279007025
false,4.919023111213782
false,4.845918336790556
false,4.747469433879176
false,4.883332089366572
false,4.866498712611944
false,4.941130410045217
false,4.804208125161768
false,4.780716761827309
false,4.818783532221665
false,4.723730270015022
false,4.881226427955634
false,4.784102736377226
false,4.817624104540945
false,4.88268905986959
false,4.773270231107904
false,4.844675597109672
false,4.919027867557281
false,4.876970747305436
false,4.789892105865737
false,4.749152936794155
false,5.045347420778455
false,4.962324229185287
false,4.7146576490896965
false,4.800846342404629
false,4.81542767858691
false,4.8964810319272845
false,4.797779505259224
false,4.909493450543149
false,4.890339371184444
false,4.844194235446771
false,4.73206645285007
false,4.700511951424735
false,4.83881383832464
false,4.892439054634793
false,4.818987143125076
false,4.792331929958701
false,4.783201478485448
false,4.916555152077305
false,4.815401110609024
false,4.6517122892883505
false,4.896090403849022
false,4.864936000476213
false,4.938701151226506
false,5.004535629459564
false,4.912594952376897
false,4.80738146797985
false,4.823656425836954
false,4.8686390238114345
false,4.878367581258053
false,4.901449418285124
false,4.796944202438776
false,4.826773665820319
false,4.949444926270484
false,4.79610022645162
false,4.907223259048821
false,4.804799169646274
false,4.916444356860183
false,4.8914847745223025
false,4.7984336038088555
false,4.787749063535062
false,4.730471012005136
false,4.7683429146918
false,4.640479024581453
false,4.852376984070697
false,4.843671274071886
false,4.889721680763919
false,4.700551482549454
false,4.680935095891075
false,4.785551436161442
false,4.793135032681332
false,4.853685487940053
false,4.8699691985949585
false,4.873858461832753
false,4.822745977259162
false,4.987998552045213
false,4.854664382833756
false,4.738101297507987
false,4.8664584851704555
false,4.987045273860694
false,4.843812222260497
false,4.864711590357245
false,4.915287555018796
false,4.941137499529998
false,4.803293371041849
false,4.9450094867944765
false,4.786625671488754
false,4.819190776543715
false,4.834707278893531
false,4.98091524488583
false,4.900676565940265
false,4.90148528505527
false,4.847446199315014
false,4.921417689285485
false,4.834135044581295
false,4.884548595983685
false,4.7859437159639935
false,4.763375614694075
false,4.86377274967539
false,4.898880015700798
false,5.1485178642633
false,4.822060320792572
false,4.838400983735667
false,4.724716283861971
false,4.86544812242074
false,4.833007166374304
false,4.917880854214523
false,4.789625474818172
false,4.666961039298766
false,4.930022958818747
false,4.920029730160805
false,4.845124469287753
false,4.701786627311622
false,4.7870975863548395
false,4.740530779823526
false,4.911360546147565
false,4.762937274017398
false,4.834953269987716
false,4.730002496939617
false,4.825859122284072
false,4.795063677655252
false,4.9191392954577555
false,4.818714196553953
false,4.920930200498573
false,4.613435142162319
