sepal-length,sepal-width,petal-length,petal-width
-0.1170885982617657,0.008892488486710383,0.701693056139665,1.0766406574624343
-0.001363268124401724,0.15683499619684718,0.1548684619904791,-0.07473613086310851
-0.04056010266584044,0.048414659538756975,0.4842823493574294,0.5560213840279885
-0.2701455894536161,-0.14919619572147555,1.5169832065730486,0.9725168027755454
-0.19361709385769096,0.008892488486710383,1.027809116313018,0.3477736746542103
0.009123409755611524,0.11971428703783013,-0.015472651106289884,0.05301793898835893
-0.009948704427470312,0.06817574506478016,0.6473403794441059,0.3477736746542103
0.009123409755611524,0.10115393245832159,0.012917534409838297,-0.010859095937374854
0.0070260741796088835,0.026912514140287353,-0.043862836622417974,-0.010859095937374854
0.004928738603606228,0.026912514140287353,0.04130771992596648,-0.010859095937374854
0.04214646089520215,0.0359841010847333,0.38485789283495736,0.4926163906974527
0.04665410377169434,0.012768551997808587,0.34223797114780813,0.5388280596184145
0.028623532265725542,0.1520618465193566,0.34223797114780813,0.4926163906974527
0.051161746648186575,0.012768551997808587,0.32803133058542505,0.4926163906974527
0.04214646089520215,0.05919965017165789,0.3564446117101912,0.4926163906974527
-0.05586580178502544,-0.07015185361738259,0.9191037629219003,1.1807645121493235
-0.17831139473850582,0.008892488486710383,1.0821617930085772,0.8683929480886563
-0.007655274852409659,0.04547286871979594,0.16906355474854315,-0.07473613086310851
-0.05586580178502544,0.028653574012733676,0.9191037629219003,0.5560213840279885
0.020662693810899937,0.06817574506478016,0.6473403794441059,0.6601452387148776
0.015415416483619458,0.06403322329930443,-0.0012775583482258401,-0.04279761340024168
0.0070260741796088835,0.008352159560778769,0.02711262716790234,-0.010859095937374854
-0.020239288308425543,-0.010208195018729715,0.14067336923241505,-0.07473613086310851
-0.005557939276407019,0.026912514140287353,0.055502812684030525,-0.010859095937374854
-0.011849946004414955,0.04547286871979594,0.09808809095822275,-0.07473613086310851
0.04214646089520215,-0.010446997089116004,0.32803133058542505,0.4926163906974527
0.019608246512741123,0.10563074834550731,0.3706512522725743,0.4926163906974527
0.03763881801870996,0.10563074834550731,0.3564446117101912,0.44640472177649093
0.010592960759756704,0.17527739560628122,0.31382469002304203,0.44640472177649093
0.019608246512741123,0.26813959195398007,0.3564446117101912,0.4926163906974527
-0.1170885982617657,-0.010868597039312807,0.9191037629219003,1.1807645121493235
0.020662693810899937,0.048414659538756975,0.6473403794441059,1.1807645121493235
-0.07117150090421057,-0.010868597039312807,0.8647510862263417,0.5560213840279885
-0.30075698769198633,-0.14919619572147555,1.3539251764863716,0.764269093401767
-0.1323942973809507,0.008892488486710383,0.8647510862263417,0.8683929480886563
-0.001363268124401724,-0.06588925875725538,0.0838929982001587,-0.10667464832597542
-0.01604461715642025,-0.010208195018729715,0.11228318371628689,-0.07473613086310851
0.004928738603606228,0.04547286871979594,0.02711262716790234,-0.010859095937374854
-0.01604461715642025,-0.010208195018729715,0.06969790544209466,-0.04279761340024168
0.0007340674516009153,0.008352159560778769,0.04130771992596648,-0.07473613086310851
0.03763881801870996,0.17527739560628122,0.2854114088982759,0.40019305285552914
0.024115889389233314,0.19849294469320594,0.3706512522725743,0.40019305285552914
0.03763881801870996,0.10563074834550731,0.3564446117101912,0.4926163906974527
0.051161746648186575,0.08241519925858261,0.2854114088982759,0.4926163906974527
-0.05586580178502544,-0.05039076809135929,1.136514469704136,1.2848883668362125
-0.1170885982617657,-0.05039076809135929,0.9734564396174594,1.2848883668362125
-0.05586580178502544,0.06817574506478016,0.5386350260529885,0.5560213840279885
-0.14769999650013582,-0.030629682565336103,0.9734564396174594,1.0766406574624343
0.1584139858835653,0.10769791611682675,0.3212243192707529,0.4518975293410994
-0.022336623884428183,-0.0287685495982383,0.11228318371628689,-0.04279761340024168
-0.013947281580417593,0.026912514140287353,0.09808809095822275,-0.010859095937374854
-0.009752610428412314,0.026912514140287353,0.055502812684030525,-0.010859095937374854
-0.007655274852409659,0.10115393245832159,0.14067336923241505,-0.07473613086310851
0.004928738603606228,0.08259357787881301,-0.05805792938048211,0.08495645645122579
0.024115889389233314,0.08241519925858261,0.34223797114780813,0.40019305285552914
0.04214646089520215,0.10563074834550731,0.3706512522725743,0.44640472177649093
0.06468467527766318,-0.17295584069758882,0.3706512522725743,0.44640472177649093
0.03763881801870996,0.17527739560628122,0.34223797114780813,0.44640472177649093
0.06919231815415537,-0.010446997089116004,0.3706512522725743,0.4926163906974527
-0.14769999650013582,-0.010868597039312807,0.6473403794441059,1.0766406574624343
-0.20892279297687583,0.028653574012733676,1.2995724997908122,0.5560213840279885
-0.02525440354665519,0.08793683059080346,0.9191037629219003,0.13952596528043182
-0.22422849209606108,0.048414659538756975,1.1908671463996947,0.6601452387148776
-0.19361709385769096,-0.10967402466942917,1.1908671463996947,1.2848883668362125
0.005356994691714689,-0.030629682565336103,0.4842823493574294,0.5560213840279885
-0.0034606037004043465,0.04547286871979594,0.11228318371628689,0.021079421525492102
-0.007655274852409659,-0.04732890417774679,0.11228318371628689,-0.10667464832597542
0.0028314030276035884,0.08259357787881301,0.012917534409838297,0.021079421525492102
-0.001363268124401724,0.15683499619684718,0.012917534409838297,0.08495645645122579
0.06017703240117099,0.12884629743243203,0.4132711739597235,0.4926163906974527
0.055669389524678765,0.0359841010847333,0.32803133058542505,0.4926163906974527
0.03763881801870996,0.17527739560628122,0.32803133058542505,0.4926163906974527
0.06919231815415537,0.0359841010847333,0.3706512522725743,0.4926163906974527
0.051161746648186575,-0.010446997089116004,0.3564446117101912,0.44640472177649093
0.05127409204927006,0.048414659538756975,0.5386350260529885,0.764269093401767
-0.2548398903344311,0.008892488486710383,1.462630529877489,0.8683929480886563
-0.08647720002339557,0.008892488486710383,0.8647510862263417,0.5560213840279885
0.005356994691714689,0.008892488486710383,0.6473403794441059,0.5560213840279885
-0.05586580178502544,0.10769791611682675,0.5929877027485473,0.6601452387148776
-0.0034606037004043465,0.04547286871979594,0.012917534409838297,-0.010859095937374854
-0.013947281580417593,0.008352159560778769,0.06969790544209466,-0.04279761340024168
0.0028314030276035884,0.06403322329930443,0.02711262716790234,0.08495645645122579
0.019610087635624752,0.19395570535586432,-0.05805792938048211,0.08495645645122579
0.009123409755611524,0.08259357787881301,0.06969790544209466,0.021079421525492102
0.06017703240117099,0.08241519925858261,0.3564446117101912,0.44640472177649093
0.024115889389233314,0.08241519925858261,0.31382469002304203,0.4926163906974527
0.055669389524678765,0.0359841010847333,0.3706512522725743,0.4926163906974527
0.033131175142217736,0.24492404286705524,0.34223797114780813,0.5388280596184145
0.04214646089520215,0.08241519925858261,0.34223797114780813,0.4926163906974527
-0.08647720002339557,-0.030629682565336103,0.6473403794441059,0.764269093401767
-0.1323942973809507,-0.030629682565336103,1.0821617930085772,1.0766406574624343
0.03596839293008494,0.10769791611682675,0.5929877027485473,0.764269093401767
-0.07117150090421057,0.048414659538756975,0.9191037629219003,0.9725168027755454
-0.2701455894536161,0.08793683059080346,1.6256885599641657,1.0766406574624343
-0.007655274852409659,0.1382746416173387,0.06969790544209466,-0.010859095937374854
-0.0034606037004043465,0.008352159560778769,0.09808809095822275,-0.04279761340024168
0.0028314030276035884,0.06403322329930443,-0.0012775583482258401,0.021079421525492102
-0.005557939276407019,0.15683499619684718,0.0838929982001587,-0.07473613086310851
0.019610087635624752,0.1382746416173387,-0.08644811489661029,0.08495645645122579
0.033131175142217736,0.08241519925858261,0.3564446117101912,0.4926163906974527
0.033131175142217736,0.10563074834550731,0.34223797114780813,0.4926163906974527
0.024115889389233314,0.1520618465193566,0.34223797114780813,0.4926163906974527
0.06919231815415537,-0.03366254617604072,0.3564446117101912,0.4926163906974527
-0.07117150090421057,-0.030629682565336103,0.7560457328352238,1.0766406574624343
-0.07117150090421057,0.048414659538756975,0.9191037629219003,0.8683929480886563
-0.08647720002339557,0.008892488486710383,1.027809116313018,0.9725168027755454
-0.02525440354665519,0.008892488486710383,0.5386350260529885,0.5560213840279885
-0.1170885982617657,0.10769791611682675,1.027809116313018,0.5560213840279885
0.004928738603606228,0.04547286871979594,0.0838929982001587,-0.010859095937374854
0.0070260741796088835,0.06403322329930443,0.04130771992596648,-0.010859095937374854
-0.001363268124401724,0.026912514140287353,0.0838929982001587,-0.07473613086310851
0.009123409755611524,0.1382746416173387,0.012917534409838297,-0.010859095937374854
0.0070260741796088835,0.008352159560778769,0.0838929982001587,-0.07473613086310851
0.03763881801870996,0.05919965017165789,0.31382469002304203,0.3539813839345673
0.0060853178832645126,0.22170849378013063,0.38485789283495736,0.4926163906974527
0.06017703240117099,0.012768551997808587,0.34223797114780813,0.4926163906974527
0.010592960759756704,0.3145706901278294,0.34223797114780813,0.40019305285552914
0.04665410377169434,-0.010446997089116004,0.3564446117101912,0.4926163906974527
-0.1170885982617657,-0.05039076809135929,0.9734564396174594,0.8683929480886563
-0.07117150090421057,0.06817574506478016,0.7560457328352238,0.6601452387148776
-0.04056010266584044,-0.07015185361738259,0.8103984095307829,1.0766406574624343
-0.009948704427470312,0.008892488486710383,0.4842823493574294,0.5560213840279885
0.0070260741796088835,0.10115393245832159,-0.0012775583482258401,0.05301793898835893
0.021707423211627393,0.11971428703783013,-0.08644811489661029,0.08495645645122579
0.017512752059622112,0.10115393245832159,-0.1290333931708025,0.05301793898835893
-0.009752610428412314,-0.0287685495982383,0.0838929982001587,-0.07473613086310851
