age,sex,on_thyroxine,query_on_thyroxine,on_antithyroid_medication,thyroid_surgery,query_hypothyroid,query_hyperthyroid,pregnant,sick,tumor,lithium,goitre,TSH_measured,TSH,T3_measured,T3,TT4_measured,TT4,T4U_measured,T4U,FTI_measured,FTI,TBG_measured,TBG
0.07099999999999998,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10800000000000001,0.0,-0.18200000000000002,0.0,-0.285,0.0,-0.07100000000000004,0.0,-0.23099999999999996,0.0,0.0
-0.136,-0.10800000000000001,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04700000000000001,0.0,-0.05100000000000001,0.0,-0.14700000000000002,0.0,0.01900000000000001,0.0,-0.195,0.0,0.0
-0.08700000000000004,0.297,-0.0019999999999999905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15500000000000003,0.0,-0.08600000000000001,0.0,0.061999999999999986,0.0,0.024999999999999974,0.0,-0.024000000000000004,0.0,0.0
-0.072,-0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012999999999999989,0.0,-0.071,0.0,0.2889999999999999,0.0,0.010000000000000009,0.0,0.26899999999999996,0.0,0.0
0.006999999999999995,0.016000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.094,0.0,-0.039000000000000014,0.0,0.22599999999999998,0.0,-0.05399999999999999,0.0,0.278,0.0,0.0
0.14100000000000001,-0.10899999999999999,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07799999999999999,0.0,-0.06300000000000001,0.0,0.21399999999999997,0.0,0.006999999999999995,0.0,0.07300000000000001,0.0,0.0
0.06000000000000001,-0.06700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02300000000000002,0.0,-0.028000000000000014,0.0,0.24899999999999997,0.0,-0.02300000000000002,0.0,0.12600000000000003,0.0,0.0
0.07200000000000001,-0.086,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021000000000000008,0.0,-0.037,0.0,0.213,0.0,0.0009999999999999842,0.0,0.199,0.0,0.0
-0.21600000000000003,-0.07400000000000001,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.143,0.0,0.18599999999999997,0.0,0.06100000000000001,0.0,0.04100000000000001,0.0,0.0
-2.2204460492503132e-17,-0.057000000000000016,-0.0009999999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.12200000000000003,0.0,0.13599999999999998,0.0,-0.013000000000000012,0.0,0.14000000000000004,0.0,0.0
0.026999999999999996,-0.09900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03299999999999999,0.0,-0.05000000000000001,0.0,0.24899999999999997,0.0,-0.021999999999999974,0.0,0.26799999999999996,0.0,0.0
0.03299999999999999,-0.11000000000000003,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01799999999999998,0.0,-0.043,0.0,0.22299999999999995,0.0,-0.01399999999999999,0.0,0.27099999999999996,0.0,0.0
0.039999999999999966,-0.07600000000000001,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016999999999999998,0.0,-0.01599999999999997,0.0,0.17699999999999996,0.0,0.06200000000000001,0.0,0.17400000000000002,0.0,0.0
0.041000000000000016,-0.064,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031000000000000007,0.0,-0.05,0.0,0.22799999999999992,0.0,-0.0060000000000000105,0.0,0.223,0.0,0.0
0.054000000000000006,-0.11800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02300000000000001,0.0,-0.024999999999999988,0.0,0.229,0.0,0.004999999999999993,0.0,0.172,0.0,0.0
0.026000000000000002,0.10400000000000001,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999999999999985,0.0,-0.013000000000000001,0.0,0.09799999999999999,0.0,-0.011,0.0,0.12799999999999997,0.0,0.0
-0.043,-0.043,0.004999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.215,0.0,0.135,0.0,-0.261,0.0,0.022000000000000006,0.0,-0.26000000000000006,0.0,0.0
0.08299999999999999,-0.13899999999999998,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016999999999999994,0.0,-0.086,0.0,-0.20800000000000002,0.0,-0.046000000000000006,0.0,-0.24499999999999997,0.0,0.0
0.01999999999999997,-0.10200000000000001,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07200000000000001,0.0,-0.11699999999999999,0.0,-0.207,0.0,-0.024000000000000004,0.0,-0.15499999999999997,0.0,0.0
-0.025000000000000022,-0.07299999999999998,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08099999999999997,0.0,-0.03799999999999999,0.0,0.183,0.0,0.025000000000000012,0.0,0.19199999999999998,0.0,0.0
0.08399999999999999,0.10599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057999999999999996,0.0,0.11999999999999997,0.0,0.067,0.0,0.087,0.0,-0.066,0.0,0.0
0.11599999999999996,-0.07599999999999998,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11499999999999999,0.0,-0.091,0.0,0.11299999999999999,0.0,0.04700000000000002,0.0,0.11800000000000002,0.0,0.0
0.024999999999999977,-0.10799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29900000000000004,0.0,-0.10700000000000001,0.0,0.09799999999999999,0.0,-0.022999999999999996,0.0,-0.24600000000000005,0.0,0.0
0.04099999999999999,-0.08099999999999999,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038,0.0,-0.06300000000000001,0.0,-0.24700000000000003,0.0,0.009999999999999983,0.0,-0.278,0.0,0.0
-0.12299999999999997,-0.09200000000000003,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35800000000000004,0.0,-0.24900000000000003,0.0,-0.08200000000000002,0.0,-0.04799999999999999,0.0,0.294,0.0,0.0
0.053000000000000005,-0.052000000000000005,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,-0.048,0.0,0.244,0.0,0.005999999999999994,0.0,0.148,0.0,0.0
0.005999999999999994,0.11500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01100000000000002,0.0,-0.088,0.0,0.098,0.0,0.0009999999999999898,0.0,0.219,0.0,0.0
0.10299999999999998,-0.03099999999999999,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899999999999998,0.0,-0.08,0.0,0.20400000000000001,0.0,0.008999999999999985,0.0,0.10800000000000001,0.0,0.0
0.07200000000000002,-0.10100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0,-0.05500000000000001,0.0,0.22800000000000004,0.0,-1.1102230246251566e-17,0.0,0.20099999999999998,0.0,0.0
0.05800000000000001,0.13699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.0,-0.02400000000000001,0.0,0.08999999999999997,0.0,0.010000000000000009,0.0,0.064,0.0,0.0
-0.009000000000000011,-0.18500000000000005,-0.001999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023999999999999994,0.0,-0.19,0.0,-0.37899999999999995,0.0,-0.011000000000000005,0.0,0.14000000000000004,0.0,0.0
0.133,-0.06100000000000001,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10099999999999995,0.0,-0.025999999999999995,0.0,-0.16,0.0,0.08000000000000002,0.0,0.274,0.0,0.0
0.017000000000000005,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04900000000000001,0.0,0.10199999999999995,0.0,0.16,0.0,0.009000000000000018,0.0,0.17399999999999996,0.0,0.0
0.06299999999999999,-0.12499999999999997,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,-0.06000000000000001,0.0,0.13,0.0,-0.014000000000000012,0.0,0.15899999999999997,0.0,0.0
-0.31900000000000006,-0.08199999999999999,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,-0.30699999999999994,0.0,0.039,0.0,-0.020000000000000007,0.0,-0.06600000000000003,0.0,0.0
-0.04300000000000002,-0.11600000000000002,-0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04400000000000002,0.0,-0.11200000000000002,0.0,-0.16699999999999998,0.0,-0.027000000000000007,0.0,-0.149,0.0,0.0
0.007999999999999997,-0.10499999999999998,-0.006000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05600000000000001,0.0,-0.15899999999999997,0.0,-0.15500000000000003,0.0,-0.022000000000000013,0.0,-0.16499999999999998,0.0,0.0
0.021999999999999974,-0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032999999999999995,0.0,-0.06100000000000001,0.0,0.193,0.0,-0.022999999999999993,0.0,0.30800000000000005,0.0,0.0
0.03699999999999999,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048,0.0,-0.029000000000000005,0.0,0.119,0.0,-0.0030000000000000027,0.0,0.14699999999999996,0.0,0.0
0.044000000000000004,-0.11199999999999996,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016000000000000007,0.0,-0.06100000000000001,0.0,0.229,0.0,-0.024999999999999988,0.0,0.28200000000000003,0.0,0.0
0.04800000000000001,0.094,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02400000000000001,0.0,-0.026000000000000023,0.0,0.079,0.0,-0.068,0.0,0.23800000000000004,0.0,0.0
0.09,0.12000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03700000000000001,0.0,-0.041,0.0,0.127,0.0,0.0009999999999999898,0.0,0.07999999999999997,0.0,0.0
0.024,-0.191,-0.013000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000005,0.0,-0.08499999999999999,0.0,-0.12300000000000004,0.0,0.015999999999999993,0.0,-0.277,0.0,0.0
-0.022000000000000013,-0.06799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11400000000000002,0.0,-0.09600000000000002,0.0,0.231,0.0,0.004999999999999993,0.0,0.176,0.0,0.0
0.043999999999999984,-0.040999999999999995,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02099999999999999,0.0,-0.03100000000000001,0.0,0.217,0.0,-0.011,0.0,0.144,0.0,0.0
0.03399999999999999,-0.06000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01000000000000002,0.0,-0.05,0.0,0.21800000000000003,0.0,0.016000000000000007,0.0,0.172,0.0,0.0
0.02799999999999999,0.12999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03300000000000001,0.0,-0.064,0.0,0.094,0.0,-0.0020000000000000018,0.0,0.187,0.0,0.0
-0.00400000000000002,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06999999999999999,0.0,-0.046000000000000006,0.0,0.11299999999999999,0.0,-0.027000000000000003,0.0,0.31500000000000006,0.0,0.0
0.04399999999999997,-0.056000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032999999999999995,0.0,-0.057000000000000016,0.0,0.15900000000000003,0.0,-0.007999999999999985,0.0,0.29100000000000004,0.0,0.0
-0.30199999999999994,0.21200000000000002,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05600000000000001,0.0,-0.047,0.0,-0.221,0.0,-0.0020000000000000018,0.0,-0.24299999999999997,0.0,0.0
0.019999999999999973,-0.031999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01000000000000002,0.0,-0.04799999999999999,0.0,0.186,0.0,0.043000000000000003,0.0,0.181,0.0,0.0
-0.05900000000000002,-0.06999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,-0.016000000000000014,0.0,0.19899999999999998,0.0,-0.014000000000000007,0.0,0.15399999999999997,0.0,0.0
0.043,-0.09999999999999998,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017999999999999995,0.0,-0.07100000000000002,0.0,0.20800000000000002,0.0,-0.017999999999999995,0.0,0.297,0.0,0.0
0.12399999999999997,0.12799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06799999999999999,0.0,-0.08600000000000001,0.0,-0.034,0.0,-0.010000000000000026,0.0,0.15000000000000002,0.0,0.0
0.025,-0.05,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06400000000000002,0.0,0.14099999999999996,0.0,0.124,0.0,0.0020000000000000018,0.0,0.16300000000000003,0.0,0.0
-0.013000000000000006,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06599999999999999,0.0,0.07499999999999998,0.0,0.174,0.0,0.02999999999999997,0.0,0.24000000000000005,0.0,0.0
0.033,-0.19600000000000004,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000015,0.0,-0.072,0.0,-0.14,0.0,0.048,0.0,-0.28900000000000003,0.0,0.0
0.020000000000000007,-0.18900000000000003,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034999999999999996,0.0,-0.04200000000000002,0.0,-0.179,0.0,-0.042,0.0,-0.192,0.0,0.0
0.03599999999999998,-0.24300000000000002,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045,0.0,-0.07500000000000002,0.0,-0.16699999999999998,0.0,-0.011,0.0,-0.152,0.0,0.0
-0.23800000000000004,-0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01499999999999999,0.0,-0.10100000000000002,0.0,0.092,0.0,-0.023,0.0,-0.304,0.0,0.0
0.02699999999999999,-0.07600000000000001,-0.004000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01499999999999999,0.0,-0.089,0.0,-0.26,0.0,0.010000000000000002,0.0,-0.253,0.0,0.0
0.012999999999999994,-0.10499999999999998,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,-0.030000000000000006,0.0,0.269,0.0,-0.005000000000000016,0.0,0.12899999999999995,0.0,0.0
0.040000000000000015,-0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08299999999999999,0.0,0.005999999999999994,0.0,0.15899999999999997,0.0,0.11599999999999999,0.0,0.006000000000000005,0.0,0.0
0.07599999999999998,0.41,-0.006000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,-0.135,0.0,-0.08200000000000002,0.0,-0.025,0.0,-0.05800000000000001,0.0,0.0
0.02799999999999998,-0.10800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021999999999999992,0.0,-0.06100000000000001,0.0,0.22199999999999998,0.0,-0.010000000000000009,0.0,0.29100000000000004,0.0,0.0
0.04699999999999997,-0.177,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,-0.19100000000000003,0.0,-0.083,0.0,-0.038,0.0,-0.12500000000000003,0.0,0.0
0.026000000000000006,-0.18800000000000003,-0.0030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05900000000000001,0.0,-0.08099999999999999,0.0,-0.14500000000000002,0.0,-0.023000000000000013,0.0,-0.18700000000000006,0.0,0.0
-0.010000000000000009,0.11400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,0.0,-0.14400000000000004,0.0,-0.10200000000000002,0.0,0.027000000000000003,0.0,-0.446,0.0,0.0
0.0020000000000000018,0.122,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999999999999998,0.0,0.13599999999999995,0.0,0.095,0.0,0.05700000000000001,0.0,-0.077,0.0,0.0
0.03599999999999999,-0.08800000000000001,-0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03299999999999999,0.0,-0.053000000000000005,0.0,0.261,0.0,-0.003999999999999992,0.0,0.225,0.0,0.0
-0.045,-0.062,-0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,-0.097,0.0,-0.269,0.0,0.09199999999999998,0.0,-0.256,0.0,0.0
0.035999999999999976,0.313,-0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018999999999999996,0.0,-0.032999999999999995,0.0,0.033999999999999975,0.0,-0.020999999999999984,0.0,-0.007000000000000006,0.0,0.0
